,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-04-24,1,4,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-04-25,0,4,4,4,3,6,1,1,3,2,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-04-30,0,3,3,3,3,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
2021-05-02,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-07,0,2,2,2,4,7,6,6,6,6,6,6,0,-1,1,1,1,1,0,1,1,1,1,1,1,-1,9
2021-05-08,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,18
2021-05-09,5,6,6,6,7,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-05-21,1,2,2,2,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-05-22,1,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-05-23,2,4,4,4,2,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-05-24,3,6,6,6,6,6,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,9
2021-05-28,0,1,1,1,3,4,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-29,1,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-30,1,4,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-04,0,2,2,1,0,0,3,3,5,6,4,2,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,9
2021-06-05,1,1,1,1,1,4,2,2,2,2,1,1,0,2,2,2,2,2,0,0,0,0,0,2,2,-1,9
2021-06-11,0,0,0,1,3,7,1,1,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-06-12,1,3,3,4,7,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,9
2021-06-13,4,6,6,5,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,9
2021-06-18,2,8,8,8,8,8,5,6,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-06-19,4,6,6,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,9
2021-06-20,2,3,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-25,0,3,3,3,3,4,4,4,4,3,3,3,0,-1,1,1,1,1,1,1,1,1,9,9,9,-1,9
2021-06-26,3,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-06-27,2,7,7,7,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-07-02,1,1,1,1,2,9,5,3,3,1,1,1,0,2,2,2,2,2,0,0,1,1,14,14,14,-1,9
2021-07-03,2,8,8,8,8,3,3,3,4,4,3,3,0,0,0,0,0,0,0,1,1,0,0,1,1,-1,9
2021-07-04,8,8,8,8,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,9
2021-07-09,0,1,1,2,2,2,1,1,1,1,0,0,0,-1,0,0,0,0,0,23,23,23,23,-1,-1,-1,9
2021-07-10,1,4,4,4,4,3,5,5,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-07-11,2,4,4,4,8,7,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,9
2021-07-16,0,0,0,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,9
2021-07-17,0,2,2,2,3,2,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,9
2021-07-18,0,2,2,3,3,4,2,2,2,2,2,2,0,-1,4,4,4,4,0,5,5,5,5,5,5,-1,9
2021-07-23,1,3,3,4,4,6,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,13
2021-07-24,5,7,7,7,7,8,5,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
2021-07-25,1,1,1,2,2,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2
2021-07-30,2,9,9,8,9,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2
2021-07-31,7,8,8,8,8,6,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,-1,-1,11
2021-08-01,5,8,8,8,9,6,0,1,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,9
2021-08-06,4,6,6,6,7,9,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,13
2021-08-07,3,6,6,6,6,6,0,0,0,0,0,0,0,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-08,0,5,5,5,5,7,1,1,0,0,0,0,0,-1,2,2,2,2,0,22,22,-1,-1,-1,-1,-1,9
2021-08-13,2,7,7,9,9,6,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,9
2021-08-14,3,4,4,5,7,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-08-15,7,7,7,7,7,7,2,2,2,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,9
2021-08-20,3,5,5,5,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-08-21,1,2,2,2,2,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-08-22,7,7,7,8,9,8,3,3,4,3,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,-1,15
2021-08-27,0,6,6,6,7,6,2,2,2,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-08-28,1,5,5,6,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-29,0,8,8,9,9,9,2,2,2,2,2,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-09-03,0,1,1,1,2,5,2,2,3,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,11
2021-09-04,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,9
2021-09-05,5,7,7,8,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,9
2021-09-10,0,0,0,1,1,2,1,1,2,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,15
2021-09-17,0,3,3,2,3,0,2,2,2,1,1,1,0,-1,0,0,0,0,-1,0,0,0,1,1,1,-1,9
2021-09-18,0,1,1,1,3,0,1,1,1,0,1,1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,-1,9
2021-09-19,1,4,4,4,3,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-09-25,1,4,4,3,3,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-09-26,5,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-01,0,1,1,1,1,1,3,3,3,2,2,2,0,-1,2,2,2,2,0,0,0,0,0,0,0,-1,9
2021-10-02,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-03,3,8,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-08,0,0,0,1,2,2,1,1,2,2,0,0,0,-1,-1,-1,0,0,0,1,1,0,0,-1,-1,-1,9
2021-10-09,0,2,2,3,2,4,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,9
2021-10-10,3,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-15,3,4,4,4,6,5,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-10-16,4,6,6,8,9,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-10-17,0,5,5,6,6,6,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-22,1,2,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,9
2021-10-23,1,8,8,8,7,5,3,3,2,2,2,0,0,6,0,0,0,0,0,0,0,1,1,1,-1,-1,9
2021-10-24,3,4,4,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,10,10,10,10,10,10,-1,9
2021-10-29,1,4,4,4,4,3,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
