,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-07-04,4,7,7,8,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,31
2021-07-09,7,9,9,9,6,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,13
2021-07-10,3,8,8,8,6,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,29
2021-07-11,4,11,11,11,10,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,31
2021-07-16,1,1,1,1,2,5,1,1,0,0,0,0,0,24,24,24,24,2,0,2,2,-1,-1,-1,-1,-1,33
2021-07-17,2,6,6,7,7,3,1,1,1,0,0,0,0,1,0,0,0,0,0,2,2,2,-1,-1,-1,-1,29
2021-07-18,3,5,5,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,31
2021-07-23,4,7,7,7,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,33
2021-07-24,0,4,4,3,3,2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,29
2021-07-25,4,7,7,7,7,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,31
2021-07-30,2,6,6,6,5,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,33
2021-07-31,1,7,7,7,6,0,2,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,29
2021-08-01,3,7,7,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,24
2021-08-06,3,10,10,10,9,4,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,-1,-1,-1,-1,33
2021-08-07,0,5,5,5,5,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,29
2021-08-08,2,9,9,9,9,7,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,31
2021-08-13,5,12,12,12,11,7,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,33
2021-08-14,1,8,8,8,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,-1,-1,-1,-1,-1,29
2021-08-15,1,12,12,12,12,11,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1,-1,31
2021-08-20,5,9,9,9,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,35
2021-08-21,4,8,8,8,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,29
2021-08-22,11,17,17,17,17,15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,37
2021-08-27,5,10,10,10,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,13
2021-08-28,7,10,10,11,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,29
2021-08-29,5,21,21,21,15,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,31
2021-09-03,3,8,8,6,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,13
2021-09-04,9,14,14,14,11,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,29
2021-09-05,4,13,13,13,16,11,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,31
2021-09-10,1,2,2,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,13
2021-09-17,1,4,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13
2021-09-18,2,17,17,15,13,6,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,29
2021-09-19,1,4,4,4,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,31
2021-09-24,1,2,2,3,2,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,9
2021-09-25,7,12,12,12,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,29
2021-09-26,4,8,8,8,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,31
2021-10-01,4,10,10,10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13
2021-10-02,0,8,8,8,6,6,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-10-03,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
2021-10-08,4,11,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,13
2021-10-09,4,9,9,9,9,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,3,3,-1,-1,-1,-1,9
2021-10-10,3,10,10,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11
2021-10-15,1,6,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13
2021-10-16,4,9,9,9,7,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-10-17,4,9,9,9,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,11
2021-10-22,3,9,9,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13
2021-10-23,4,9,9,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-24,4,10,10,10,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11
2021-10-29,0,4,4,4,4,0,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,13
