,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
82400,90331,2021-04-04,2021-04-04,833,IC 8,1.0,9.0,BR,ZUE,18:48:25,18:48:30,2021-04-04 20:57:10,2021-04-04 20:58:00
82401,90332,2021-04-04,2021-04-04,833,IC 8,1.0,9.0,BN,W,20:05:10,20:02:30,2021-04-04 21:29:38,2021-04-04 21:29:00
82402,90333,2021-04-04,2021-04-04,833,IC 8,1.0,9.0,BN,W,20:05:10,20:02:30,2021-04-04 21:29:38,2021-04-04 21:29:00
82403,90334,2021-04-04,2021-04-04,833,IC 8,1.0,9.0,VI,BN,18:57:34,18:57:48,2021-04-04 19:54:04,2021-04-04 19:55:00
82404,90335,2021-04-04,2021-04-04,833,IC 8,1.0,9.0,VI,BN,18:57:34,18:57:48,2021-04-04 19:54:04,2021-04-04 19:55:00
82405,90336,2021-04-04,2021-04-04,833,IC 8,1.0,9.0,VI,BN,18:57:34,18:57:48,2021-04-04 19:54:04,2021-04-04 19:55:00
82406,90337,2021-04-04,2021-04-04,833,IC 8,1.0,9.0,BN,ZUE,20:05:10,20:02:30,2021-04-04 20:57:10,2021-04-04 20:58:00
83563,91508,2021-04-04,2021-04-05,833,IC 8,2.0,15.0,SP,ZUE,19:25:57,19:25:42,2021-04-05 21:00:40,2021-04-05 20:58:00
83564,91509,2021-04-05,2021-04-05,833,IC 8,1.0,15.0,VI,BN,18:57:37,18:57:48,2021-04-05 19:54:57,2021-04-05 19:55:00
83565,91510,2021-04-05,2021-04-05,833,IC 8,1.0,15.0,TH,W,19:35:10,19:36:24,2021-04-05 21:29:40,2021-04-05 21:29:00
83566,91511,2021-04-05,2021-04-05,833,IC 8,1.0,15.0,BN,ZUE,20:05:28,20:02:30,2021-04-05 21:00:40,2021-04-05 20:58:00
83567,91512,2021-04-05,2021-04-05,833,IC 8,1.0,15.0,BN,ZUE,20:05:28,20:02:30,2021-04-05 21:00:40,2021-04-05 20:58:00
83568,91513,2021-04-05,2021-04-05,833,IC 8,1.0,15.0,BN,ZUE,20:05:28,20:02:30,2021-04-05 21:00:40,2021-04-05 20:58:00
83569,91514,2021-04-05,2021-04-05,833,IC 8,1.0,15.0,BN,ZUE,20:05:28,20:02:30,2021-04-05 21:00:40,2021-04-05 20:58:00
83570,91515,2021-04-05,2021-04-05,833,IC 8,1.0,15.0,TH,W,19:35:10,19:36:24,2021-04-05 21:29:40,2021-04-05 21:29:00
83571,91516,2021-04-05,2021-04-05,833,IC 8,1.0,15.0,BN,ZUE,20:05:28,20:02:30,2021-04-05 21:00:40,2021-04-05 20:58:00
85024,93013,2021-04-09,2021-04-09,833,IC 8,1.0,13.0,ZUE,FF,21:08:31,21:05:30,2021-04-09 21:41:30,2021-04-09 21:41:30
85025,93014,2021-04-09,2021-04-09,833,IC 8,1.0,13.0,VI,ZUE,18:57:46,18:57:48,2021-04-09 21:06:38,2021-04-09 20:58:00
85026,93015,2021-04-09,2021-04-09,833,IC 8,1.0,13.0,VI,ZUE,18:57:46,18:57:48,2021-04-09 21:06:38,2021-04-09 20:58:00
85027,93016,2021-04-09,2021-04-09,833,IC 8,1.0,13.0,BR,SP,18:48:44,18:48:30,2021-04-09 19:25:34,2021-04-09 19:24:00
85028,93017,2021-04-09,2021-04-09,833,IC 8,1.0,13.0,VI,TH,18:57:46,18:57:48,2021-04-09 19:34:58,2021-04-09 19:34:36
85029,93018,2021-04-09,2021-04-09,833,IC 8,1.0,13.0,VI,SP,18:57:46,18:57:48,2021-04-09 19:25:34,2021-04-09 19:24:00
85030,93019,2021-04-09,2021-04-09,833,IC 8,1.0,13.0,TH,ZUE,19:36:48,19:36:24,2021-04-09 21:06:38,2021-04-09 20:58:00
85031,93020,2021-04-09,2021-04-09,833,IC 8,1.0,13.0,BN,W,20:02:37,20:02:30,2021-04-09 21:30:19,2021-04-09 21:29:00
86447,94520,2021-04-11,2021-04-11,833,IC 8,1.0,11.0,VI,BN,18:57:31,18:57:48,2021-04-11 19:55:27,2021-04-11 19:55:00
86448,94521,2021-04-11,2021-04-11,833,IC 8,1.0,11.0,VI,BN,18:57:31,18:57:48,2021-04-11 19:55:27,2021-04-11 19:55:00
86449,94522,2021-04-11,2021-04-11,833,IC 8,1.0,11.0,VI,BN,18:57:31,18:57:48,2021-04-11 19:55:27,2021-04-11 19:55:00
86450,94523,2021-04-11,2021-04-11,833,IC 8,1.0,11.0,ZUE,FF,21:05:51,21:05:30,2021-04-11 21:41:44,2021-04-11 21:41:30
87731,95941,2021-04-16,2021-04-16,833,IC 8,1.0,16.0,VI,TH,18:59:45,18:57:48,2021-04-16 19:36:59,2021-04-16 19:34:36
88506,96776,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,ZUE,W,21:05:41,21:05:30,2021-04-17 21:28:58,2021-04-17 21:29:00
88507,96777,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,VI,BN,18:58:19,18:57:48,2021-04-17 19:52:57,2021-04-17 19:55:00
88508,96778,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,VI,TH,18:58:19,18:57:48,2021-04-17 19:34:25,2021-04-17 19:34:36
88509,96779,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,VI,TH,18:58:19,18:57:48,2021-04-17 19:34:25,2021-04-17 19:34:36
88510,96780,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,VI,BN,18:58:19,18:57:48,2021-04-17 19:52:57,2021-04-17 19:55:00
88511,96781,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,BR,FF,18:48:36,18:48:30,2021-04-17 21:41:57,2021-04-17 21:41:30
88512,96782,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,BR,TH,18:48:36,18:48:30,2021-04-17 19:34:25,2021-04-17 19:34:36
88513,96783,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,BR,TH,18:48:36,18:48:30,2021-04-17 19:34:25,2021-04-17 19:34:36
88514,96784,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,VI,BN,18:58:19,18:57:48,2021-04-17 19:52:57,2021-04-17 19:55:00
88515,96785,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,VI,TH,18:58:19,18:57:48,2021-04-17 19:34:25,2021-04-17 19:34:36
88516,96786,2021-04-17,2021-04-17,833,IC 8,1.0,9.0,W,RH,21:31:38,21:31:30,2021-04-17 22:12:56,2021-04-17 22:12:00
89320,97657,2021-04-09,2021-04-18,833,IC 8,1.0,11.0,BN,ZUE,20:02:41,20:02:30,2021-04-18 20:58:17,2021-04-18 20:58:00
89321,97658,2021-04-17,2021-04-18,833,IC 8,2.0,11.0,ZUE,W,21:05:32,21:05:30,2021-04-18 21:29:09,2021-04-18 21:29:00
89322,97659,2021-04-18,2021-04-18,833,IC 8,1.0,11.0,BR,ZUE,18:48:32,18:48:30,2021-04-18 20:58:17,2021-04-18 20:58:00
89323,97660,2021-04-18,2021-04-18,833,IC 8,1.0,11.0,BR,BN,18:48:32,18:48:30,2021-04-18 19:54:00,2021-04-18 19:55:00
89324,97661,2021-04-18,2021-04-18,833,IC 8,1.0,11.0,VI,BN,18:59:33,18:57:48,2021-04-18 19:54:00,2021-04-18 19:55:00
89325,97662,2021-04-18,2021-04-18,833,IC 8,1.0,11.0,ZUE,FF,21:05:32,21:05:30,2021-04-18 21:41:01,2021-04-18 21:41:30
89326,97663,2021-04-18,2021-04-18,833,IC 8,1.0,11.0,ZFH,FF,21:16:28,21:16:30,2021-04-18 21:41:01,2021-04-18 21:41:30
90918,99412,2021-04-22,2021-04-23,833,IC 8,2.0,13.0,VI,ZUE,18:58:18,18:57:48,2021-04-23 20:57:58,2021-04-23 20:58:00
90919,99413,2021-04-22,2021-04-23,833,IC 8,1.0,13.0,VI,ZUE,18:58:18,18:57:48,2021-04-23 20:57:58,2021-04-23 20:58:00
90920,99414,2021-04-22,2021-04-23,833,IC 8,1.0,13.0,VI,ZUE,18:58:18,18:57:48,2021-04-23 20:57:58,2021-04-23 20:58:00
90921,99415,2021-04-23,2021-04-23,833,IC 8,1.0,13.0,VI,BN,18:58:18,18:57:48,2021-04-23 19:57:12,2021-04-23 19:55:00
90922,99416,2021-04-23,2021-04-23,833,IC 8,1.0,13.0,VI,BN,18:58:18,18:57:48,2021-04-23 19:57:12,2021-04-23 19:55:00
90923,99417,2021-04-23,2021-04-23,833,IC 8,1.0,13.0,BR,BN,18:48:57,18:48:30,2021-04-23 19:57:12,2021-04-23 19:55:00
90924,99418,2021-04-23,2021-04-23,833,IC 8,1.0,13.0,BN,W,20:02:48,20:02:30,2021-04-23 21:29:16,2021-04-23 21:29:00
92036,100667,2021-04-19,2021-04-24,833,IC 8,1.0,9.0,BR,FF,18:48:38,18:48:30,2021-04-24 21:41:50,2021-04-24 21:41:30
92037,100668,2021-04-20,2021-04-24,833,IC 8,1.0,9.0,VI,ZUE,18:58:20,18:57:48,2021-04-24 20:59:25,2021-04-24 20:58:00
92038,100669,2021-04-20,2021-04-24,833,IC 8,1.0,9.0,VI,ZUE,18:58:20,18:57:48,2021-04-24 20:59:25,2021-04-24 20:58:00
92039,100670,2021-04-20,2021-04-24,833,IC 8,2.0,9.0,VI,ZUE,18:58:20,18:57:48,2021-04-24 20:59:25,2021-04-24 20:58:00
92040,100671,2021-04-20,2021-04-24,833,IC 8,1.0,9.0,VI,BN,18:58:20,18:57:48,2021-04-24 19:54:28,2021-04-24 19:55:00
92041,100672,2021-04-24,2021-04-24,833,IC 8,2.0,9.0,TH,ZUE,19:35:28,19:36:24,2021-04-24 20:59:25,2021-04-24 20:58:00
92042,100673,2021-04-24,2021-04-24,833,IC 8,1.0,9.0,BN,ZUE,20:03:29,20:02:30,2021-04-24 20:59:25,2021-04-24 20:58:00
92043,100674,2021-04-24,2021-04-24,833,IC 8,1.0,9.0,BN,W,20:03:29,20:02:30,2021-04-24 21:29:08,2021-04-24 21:29:00
93304,102087,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,VI,ZUE,18:57:52,18:57:48,2021-04-25 20:58:36,2021-04-25 20:58:00
93305,102088,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,VI,ZUE,18:57:52,18:57:48,2021-04-25 20:58:36,2021-04-25 20:58:00
93306,102089,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,VI,ZUE,18:57:52,18:57:48,2021-04-25 20:58:36,2021-04-25 20:58:00
93307,102090,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,VI,ZUE,18:57:52,18:57:48,2021-04-25 20:58:36,2021-04-25 20:58:00
93308,102091,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,BN,ZUE,20:02:44,20:02:30,2021-04-25 20:58:36,2021-04-25 20:58:00
93309,102092,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,TH,BN,19:35:54,19:36:24,2021-04-25 19:55:10,2021-04-25 19:55:00
93310,102093,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,TH,BN,19:35:54,19:36:24,2021-04-25 19:55:10,2021-04-25 19:55:00
93311,102094,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,ZUE,RH,21:05:36,21:05:30,2021-04-25 22:12:28,2021-04-25 22:12:00
93312,102095,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,BN,ZUE,20:02:44,20:02:30,2021-04-25 20:58:36,2021-04-25 20:58:00
93313,102096,2021-04-25,2021-04-25,833,IC 8,1.0,11.0,BN,WF,20:02:44,20:02:30,2021-04-25 21:52:53,2021-04-25 21:53:36
94792,103760,2021-04-30,2021-04-30,833,IC 8,1.0,13.0,BN,ZUE,20:03:05,20:02:30,2021-04-30 21:00:51,2021-04-30 20:58:00
95810,104840,2021-04-26,2021-05-02,833,IC 8,1.0,11.0,BN,ZUE,20:02:32,20:02:30,2021-05-02 20:57:10,2021-05-02 20:58:00
95811,104841,2021-05-02,2021-05-02,833,IC 8,1.0,11.0,VI,ZUE,18:57:32,18:57:48,2021-05-02 20:57:10,2021-05-02 20:58:00
95812,104842,2021-05-02,2021-05-02,833,IC 8,1.0,11.0,VI,ZUE,18:57:32,18:57:48,2021-05-02 20:57:10,2021-05-02 20:58:00
95813,104843,2021-05-02,2021-05-02,833,IC 8,1.0,11.0,VI,ZUE,18:57:32,18:57:48,2021-05-02 20:57:10,2021-05-02 20:58:00
95814,104844,2021-05-02,2021-05-02,833,IC 8,1.0,11.0,VI,BN,18:57:32,18:57:48,2021-05-02 19:55:45,2021-05-02 19:55:00
97210,106283,2021-05-07,2021-05-07,833,IC 8,1.0,13.0,VI,TH,18:57:44,18:57:48,2021-05-07 19:36:40,2021-05-07 19:34:36
97211,106284,2021-05-07,2021-05-07,833,IC 8,1.0,13.0,BR,SP,18:48:55,18:48:30,2021-05-07 19:26:20,2021-05-07 19:24:00
98322,107418,2021-04-12,2021-05-08,833,IC 8,4.0,9.0,BN,W,20:02:37,20:02:30,2021-05-08 21:29:34,2021-05-08 21:29:00
98323,107419,2021-05-06,2021-05-08,833,IC 8,1.0,9.0,ZUE,W,21:05:34,21:05:30,2021-05-08 21:29:34,2021-05-08 21:29:00
98324,107420,2021-05-08,2021-05-08,833,IC 8,1.0,9.0,BN,ZUE,20:02:37,20:02:30,2021-05-08 20:59:15,2021-05-08 20:58:00
98325,107421,2021-05-08,2021-05-08,833,IC 8,1.0,9.0,VI,TH,18:57:59,18:57:48,2021-05-08 19:36:29,2021-05-08 19:34:36
98326,107422,2021-05-08,2021-05-08,833,IC 8,1.0,9.0,VI,BN,18:57:59,18:57:48,2021-05-08 19:57:09,2021-05-08 19:55:00
98327,107423,2021-05-08,2021-05-08,833,IC 8,1.0,9.0,VI,ZUE,18:57:59,18:57:48,2021-05-08 20:59:15,2021-05-08 20:58:00
98328,107424,2021-05-08,2021-05-08,833,IC 8,1.0,9.0,TH,ZUE,19:38:11,19:36:24,2021-05-08 20:59:15,2021-05-08 20:58:00
98329,107425,2021-05-08,2021-05-08,833,IC 8,1.0,9.0,W,RH,21:31:48,21:31:30,2021-05-08 22:13:11,2021-05-08 22:12:00
98330,107426,2021-05-08,2021-05-08,833,IC 8,1.0,9.0,W,RH,21:31:48,21:31:30,2021-05-08 22:13:11,2021-05-08 22:12:00
99738,108894,2021-05-05,2021-05-09,833,IC 8,1.0,11.0,VI,TH,18:59:56,18:57:48,2021-05-09 19:36:48,2021-05-09 19:34:36
99739,108895,2021-05-08,2021-05-09,833,IC 8,1.0,11.0,VI,BN,18:59:56,18:57:48,2021-05-09 19:56:51,2021-05-09 19:55:00
99740,108896,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,VI,SP,18:59:56,18:57:48,2021-05-09 19:26:22,2021-05-09 19:24:00
99741,108897,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,BR,ZUE,18:48:27,18:48:30,2021-05-09 20:57:58,2021-05-09 20:58:00
99742,108898,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,BR,BN,18:48:27,18:48:30,2021-05-09 19:56:51,2021-05-09 19:55:00
99743,108899,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,BN,FF,20:02:55,20:02:30,2021-05-09 21:41:55,2021-05-09 21:41:30
99744,108900,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,VI,SP,18:59:56,18:57:48,2021-05-09 19:26:22,2021-05-09 19:24:00
99745,108901,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,BN,ZUE,20:02:55,20:02:30,2021-05-09 20:57:58,2021-05-09 20:58:00
99746,108902,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,VI,ZUE,18:59:56,18:57:48,2021-05-09 20:57:58,2021-05-09 20:58:00
99747,108903,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,VI,ZUE,18:59:56,18:57:48,2021-05-09 20:57:58,2021-05-09 20:58:00
99748,108904,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,BN,ZUE,20:02:55,20:02:30,2021-05-09 20:57:58,2021-05-09 20:58:00
99749,108905,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,BN,ZUE,20:02:55,20:02:30,2021-05-09 20:57:58,2021-05-09 20:58:00
99750,108906,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,TH,BN,19:38:49,19:36:24,2021-05-09 19:56:51,2021-05-09 19:55:00
99751,108907,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,TH,BN,19:38:49,19:36:24,2021-05-09 19:56:51,2021-05-09 19:55:00
99752,108908,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,TH,ZUE,19:38:49,19:36:24,2021-05-09 20:57:58,2021-05-09 20:58:00
99753,108909,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,TH,BN,19:38:49,19:36:24,2021-05-09 19:56:51,2021-05-09 19:55:00
99754,108910,2021-05-09,2021-05-09,833,IC 8,1.0,11.0,BN,ZUE,20:02:55,20:02:30,2021-05-09 20:57:58,2021-05-09 20:58:00
99755,108911,2021-05-09,2021-05-09,833,IC 8,2.0,11.0,BN,AW,20:02:55,20:02:30,2021-05-09 22:04:33,2021-05-09 22:05:18
106017,116702,2021-05-20,2021-05-21,833,IC 8,1.0,13.0,BN,ZUE,20:04:07,20:02:30,2021-05-21 21:07:57,2021-05-21 20:58:00
106018,116703,2021-05-21,2021-05-21,833,IC 8,1.0,13.0,VI,RH,18:58:09,18:57:48,2021-05-21 22:12:26,2021-05-21 22:12:00
106019,116704,2021-05-21,2021-05-21,833,IC 8,1.0,13.0,VI,TH,18:58:09,18:57:48,2021-05-21 19:37:42,2021-05-21 19:34:36
107174,117886,2021-05-22,2021-05-22,833,IC 8,1.0,29.0,VI,BN,18:57:40,18:57:48,2021-05-22 19:55:46,2021-05-22 19:55:00
107175,117887,2021-05-22,2021-05-22,833,IC 8,1.0,29.0,TH,BN,19:38:34,19:36:24,2021-05-22 19:55:46,2021-05-22 19:55:00
107176,117888,2021-05-22,2021-05-22,833,IC 8,1.0,29.0,TH,BN,19:38:34,19:36:24,2021-05-22 19:55:46,2021-05-22 19:55:00
108605,119334,2021-05-03,2021-05-23,833,IC 8,1.0,29.0,VI,BN,18:57:56,18:57:48,2021-05-23 19:55:13,2021-05-23 19:55:00
108606,119335,2021-05-03,2021-05-23,833,IC 8,1.0,29.0,VI,BN,18:57:56,18:57:48,2021-05-23 19:55:13,2021-05-23 19:55:00
108607,119336,2021-05-03,2021-05-23,833,IC 8,1.0,29.0,VI,BN,18:57:56,18:57:48,2021-05-23 19:55:13,2021-05-23 19:55:00
108608,119337,2021-05-21,2021-05-23,833,IC 8,1.0,29.0,VI,BN,18:57:56,18:57:48,2021-05-23 19:55:13,2021-05-23 19:55:00
108609,119338,2021-05-21,2021-05-23,833,IC 8,1.0,29.0,ZUE,W,21:06:47,21:05:30,2021-05-23 21:29:24,2021-05-23 21:29:00
108610,119339,2021-05-21,2021-05-23,833,IC 8,1.0,29.0,ZUE,W,21:06:47,21:05:30,2021-05-23 21:29:24,2021-05-23 21:29:00
108611,119340,2021-05-22,2021-05-23,833,IC 8,1.0,29.0,VI,BN,18:57:56,18:57:48,2021-05-23 19:55:13,2021-05-23 19:55:00
108612,119341,2021-05-22,2021-05-23,833,IC 8,1.0,29.0,VI,BN,18:57:56,18:57:48,2021-05-23 19:55:13,2021-05-23 19:55:00
108613,119342,2021-05-22,2021-05-23,833,IC 8,1.0,29.0,VI,BN,18:57:56,18:57:48,2021-05-23 19:55:13,2021-05-23 19:55:00
108614,119343,2021-05-23,2021-05-23,833,IC 8,1.0,29.0,VI,BN,18:57:56,18:57:48,2021-05-23 19:55:13,2021-05-23 19:55:00
108615,119344,2021-05-23,2021-05-23,833,IC 8,1.0,29.0,VI,TH,18:57:56,18:57:48,2021-05-23 19:36:07,2021-05-23 19:34:36
108616,119345,2021-05-23,2021-05-23,833,IC 8,1.0,29.0,BN,ZUE,20:02:49,20:02:30,2021-05-23 20:59:54,2021-05-23 20:58:00
108617,119346,2021-05-23,2021-05-23,833,IC 8,1.0,29.0,TH,BN,19:37:39,19:36:24,2021-05-23 19:55:13,2021-05-23 19:55:00
108618,119347,2021-05-23,2021-05-23,833,IC 8,1.0,29.0,BN,ZUE,20:02:49,20:02:30,2021-05-23 20:59:54,2021-05-23 20:58:00
108619,119348,2021-05-23,2021-05-23,833,IC 8,1.0,29.0,BN,ZUE,20:02:49,20:02:30,2021-05-23 20:59:54,2021-05-23 20:58:00
108620,119349,2021-05-23,2021-05-23,833,IC 8,1.0,29.0,BN,ZUE,20:02:49,20:02:30,2021-05-23 20:59:54,2021-05-23 20:58:00
110268,121040,2021-05-24,2021-05-24,833,IC 8,1.0,29.0,BR,BN,18:48:39,18:48:30,2021-05-24 19:57:29,2021-05-24 19:55:00
110269,121041,2021-05-24,2021-05-24,833,IC 8,1.0,29.0,BR,BN,18:48:39,18:48:30,2021-05-24 19:57:29,2021-05-24 19:55:00
110270,121042,2021-05-24,2021-05-24,833,IC 8,3.0,29.0,VI,TH,18:58:10,18:57:48,2021-05-24 19:36:10,2021-05-24 19:34:36
110271,121043,2021-05-24,2021-05-24,833,IC 8,1.0,29.0,BR,ZUE,18:48:39,18:48:30,2021-05-24 20:58:47,2021-05-24 20:58:00
110272,121044,2021-05-24,2021-05-24,833,IC 8,1.0,29.0,VI,BN,18:58:10,18:57:48,2021-05-24 19:57:29,2021-05-24 19:55:00
110273,121045,2021-05-24,2021-05-24,833,IC 8,1.0,29.0,VI,BN,18:58:10,18:57:48,2021-05-24 19:57:29,2021-05-24 19:55:00
110274,121046,2021-05-24,2021-05-24,833,IC 8,1.0,29.0,ZUE,W,21:06:02,21:05:30,2021-05-24 21:29:17,2021-05-24 21:29:00
110275,121047,2021-05-24,2021-05-24,833,IC 8,1.0,29.0,BN,ZUE,20:03:41,20:02:30,2021-05-24 20:58:47,2021-05-24 20:58:00
110276,121048,2021-05-24,2021-05-24,833,IC 8,1.0,29.0,ZUE,FF,21:06:02,21:05:30,2021-05-24 21:42:09,2021-05-24 21:41:30
112214,123051,2021-05-23,2021-05-28,833,IC 8,1.0,9.0,BR,ZUE,18:48:57,18:48:30,2021-05-28 20:57:55,2021-05-28 20:58:00
112215,123052,2021-05-28,2021-05-28,833,IC 8,1.0,9.0,VI,BN,18:57:31,18:57:48,2021-05-28 20:00:09,2021-05-28 19:55:00
112216,123053,2021-05-28,2021-05-28,833,IC 8,1.0,9.0,SP,ZUE,19:27:26,19:25:42,2021-05-28 20:57:55,2021-05-28 20:58:00
112217,123054,2021-05-28,2021-05-28,833,IC 8,1.0,9.0,VI,TH,18:57:31,18:57:48,2021-05-28 19:41:10,2021-05-28 19:34:36
112218,123055,2021-05-28,2021-05-28,833,IC 8,1.0,9.0,BN,ZUE,20:04:43,20:02:30,2021-05-28 20:57:55,2021-05-28 20:58:00
112219,123056,2021-05-28,2021-05-28,833,IC 8,1.0,9.0,TH,BN,19:42:36,19:36:24,2021-05-28 20:00:09,2021-05-28 19:55:00
113588,124457,2021-05-29,2021-05-29,833,IC 8,1.0,9.0,BR,BN,18:48:50,18:48:30,2021-05-29 19:54:11,2021-05-29 19:55:00
113589,124458,2021-05-29,2021-05-29,833,IC 8,2.0,9.0,VI,ZUE,18:57:49,18:57:48,2021-05-29 21:02:32,2021-05-29 20:58:00
113590,124459,2021-05-29,2021-05-29,833,IC 8,1.0,9.0,VI,BN,18:57:49,18:57:48,2021-05-29 19:54:11,2021-05-29 19:55:00
113591,124460,2021-05-29,2021-05-29,833,IC 8,1.0,9.0,VI,BN,18:57:49,18:57:48,2021-05-29 19:54:11,2021-05-29 19:55:00
113592,124461,2021-05-29,2021-05-29,833,IC 8,1.0,9.0,ZUE,ZFH,21:06:27,21:05:30,2021-05-29 21:15:08,2021-05-29 21:14:00
115258,126146,2021-05-28,2021-05-30,833,IC 8,1.0,13.0,ZUE,W,21:06:26,21:05:30,2021-05-30 21:28:42,2021-05-30 21:29:00
115259,126147,2021-05-28,2021-05-30,833,IC 8,1.0,13.0,ZUE,W,21:06:26,21:05:30,2021-05-30 21:28:42,2021-05-30 21:29:00
115260,126148,2021-05-29,2021-05-30,833,IC 8,1.0,13.0,VI,SP,19:02:10,18:57:48,2021-05-30 19:27:24,2021-05-30 19:24:00
115261,126149,2021-05-29,2021-05-30,833,IC 8,1.0,13.0,VI,ZUE,19:02:10,18:57:48,2021-05-30 21:04:21,2021-05-30 20:58:00
115262,126150,2021-05-29,2021-05-30,833,IC 8,1.0,13.0,BR,ZUE,18:48:35,18:48:30,2021-05-30 21:04:21,2021-05-30 20:58:00
