,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-06-27,0,17,17,17,17,17,0,0,1,1,1,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,17
2021-07-02,5,7,7,6,9,6,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,17
2021-07-03,3,6,6,6,6,4,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,9
2021-07-04,3,11,11,11,11,10,3,3,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,-1,0,-1,17
2021-07-09,0,8,8,5,7,7,1,1,1,1,1,1,0,-1,0,0,0,0,0,1,1,1,1,1,1,-1,17
2021-07-10,0,9,9,9,6,5,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-07-11,1,16,16,16,15,15,3,3,4,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,-1,17
2021-07-16,1,0,0,0,2,5,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,17
2021-07-17,3,9,9,9,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-07-18,3,9,9,12,11,10,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,17
2021-07-23,1,6,6,6,6,5,3,3,1,1,1,1,0,2,1,1,1,0,1,2,2,2,2,2,2,-1,17
2021-07-24,4,9,9,9,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-07-25,5,14,14,16,16,16,5,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,17
2021-07-30,2,7,7,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17
2021-07-31,3,7,7,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-01,1,8,8,8,8,8,0,0,0,0,0,0,0,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17
2021-08-06,1,5,5,6,6,9,4,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,17
2021-08-07,1,9,9,9,9,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-08-08,8,16,16,16,15,16,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,17
2021-08-13,4,9,9,11,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17
2021-08-14,3,6,6,6,5,8,1,1,3,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,11
2021-08-15,3,11,11,12,11,13,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,17
2021-08-20,0,3,3,3,5,7,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,15
2021-08-21,0,9,9,9,9,5,0,0,1,1,1,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,9
2021-08-22,5,10,10,10,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,15
2021-08-27,2,9,9,9,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,17
2021-08-28,2,9,9,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-29,5,14,14,13,15,12,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,17
2021-09-03,2,5,5,6,6,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,17
2021-09-04,7,10,10,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,15
2021-09-05,3,7,7,7,8,11,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,13
2021-09-10,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,17
2021-09-17,3,4,4,3,3,0,1,1,2,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,17
2021-09-18,3,8,8,8,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-09-19,2,6,6,6,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,-1,-1,-1,-1,17
2021-09-24,1,3,3,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-09-25,6,9,9,9,9,6,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,9
2021-09-26,1,17,17,17,17,17,4,4,3,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,-1,17
2021-10-01,2,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17
2021-10-02,4,6,6,5,7,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,29
2021-10-03,5,14,14,12,11,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,29
2021-10-08,2,11,11,10,8,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,17
2021-10-09,9,18,18,18,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,35
2021-10-10,5,28,28,22,14,12,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,37
2021-10-15,0,7,7,7,6,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,19
2021-10-16,4,14,14,14,12,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,29
2021-10-17,5,17,17,17,15,10,1,1,1,1,1,1,0,0,0,0,0,0,0,22,22,22,22,22,22,-1,37
2021-10-22,0,2,2,2,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9
2021-10-23,5,8,8,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,29
2021-10-24,7,19,19,20,18,8,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,-1,-1,-1,-1,37
2021-10-29,0,5,5,4,3,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,17
