,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
4142,4170,2019-05-01,2019-05-01,1610,IC 51,1.0,6.0,BS,GN,07:03:08,07:03:18,2019-05-01 07:59:20,2019-05-01 08:00:00
4272,4300,2019-04-23,2019-05-02,1610,IC 51,2.0,6.0,BS,BI,07:03:15,07:03:18,2019-05-02 08:09:15,2019-05-02 08:10:24
4652,4682,2019-04-29,2019-05-04,1610,IC 51,2.0,6.0,LFN,BI,07:21:22,07:21:54,2019-05-04 08:09:36,2019-05-04 08:10:24
5266,5297,2019-05-09,2019-05-09,1610,IC 51,1.0,6.0,BS,GN,07:04:58,07:03:18,2019-05-09 08:01:26,2019-05-09 08:00:00
6074,6111,2019-05-12,2019-05-13,1610,IC 51,1.0,6.0,BS,DMT,07:03:37,07:03:18,2019-05-13 07:39:40,2019-05-13 07:37:24
6171,6219,2019-05-13,2019-05-14,1610,IC 51,1.0,6.0,BS,BI,07:03:25,07:03:18,2019-05-14 08:09:59,2019-05-14 08:10:24
6172,6220,2019-05-13,2019-05-14,1610,IC 51,1.0,6.0,BS,BI,07:03:25,07:03:18,2019-05-14 08:09:59,2019-05-14 08:10:24
6481,6552,2019-05-16,2019-05-17,1610,IC 51,1.0,6.0,BS,GN,07:03:27,07:03:18,2019-05-17 08:00:27,2019-05-17 08:00:00
6482,6553,2019-05-17,2019-05-17,1610,IC 51,1.0,6.0,BS,DMT,07:03:27,07:03:18,2019-05-17 07:40:09,2019-05-17 07:37:24
6943,7074,2019-05-22,2019-05-23,1610,IC 51,1.0,6.0,BS,DMT,07:04:55,07:03:18,2019-05-23 07:39:26,2019-05-23 07:37:24
7101,7233,2019-05-23,2019-05-24,1610,IC 51,1.0,6.0,BS,DMT,07:03:27,07:03:18,2019-05-24 07:38:17,2019-05-24 07:37:24
7102,7234,2019-05-24,2019-05-24,1610,IC 51,1.0,6.0,LFN,GN,07:21:39,07:21:54,2019-05-24 07:59:09,2019-05-24 08:00:00
7424,7593,2019-05-22,2019-05-27,1610,IC 51,1.0,6.0,BS,BI,07:04:05,07:03:18,2019-05-27 08:09:17,2019-05-27 08:10:24
7425,7594,2019-05-27,2019-05-27,1610,IC 51,1.0,6.0,BS,DMT,07:04:05,07:03:18,2019-05-27 07:37:20,2019-05-27 07:37:24
8176,8350,2019-05-29,2019-05-30,1610,IC 51,1.0,6.0,BS,GN,07:11:51,07:03:18,2019-05-30 08:14:22,2019-05-30 08:00:00
8888,9066,2019-05-31,2019-06-01,1610,IC 51,2.0,6.0,BS,DMT,07:03:13,07:03:18,2019-06-01 07:38:17,2019-06-01 07:37:24
8889,9067,2019-06-01,2019-06-01,1610,IC 51,1.0,6.0,BS,BI,07:03:13,07:03:18,2019-06-01 08:08:57,2019-06-01 08:10:24
9305,9571,2019-06-01,2019-06-02,1610,IC 51,1.0,6.0,BS,BI,07:03:17,07:03:18,2019-06-02 08:10:39,2019-06-02 08:10:24
9306,9572,2019-06-02,2019-06-02,1610,IC 51,1.0,6.0,DMT,BI,07:42:11,07:42:18,2019-06-02 08:10:39,2019-06-02 08:10:24
9501,9770,2019-06-02,2019-06-03,1610,IC 51,2.0,6.0,DMT,BI,07:42:22,07:42:18,2019-06-03 08:09:24,2019-06-03 08:10:24
10116,10389,2019-06-03,2019-06-07,1610,IC 51,1.0,6.0,DMT,BI,07:42:31,07:42:18,2019-06-07 08:09:36,2019-06-07 08:10:24
10117,10390,2019-06-03,2019-06-07,1610,IC 51,1.0,6.0,DMT,BI,07:42:31,07:42:18,2019-06-07 08:09:36,2019-06-07 08:10:24
10118,10391,2019-06-05,2019-06-07,1610,IC 51,1.0,6.0,BS,BI,07:03:56,07:03:18,2019-06-07 08:09:36,2019-06-07 08:10:24
10119,10392,2019-06-05,2019-06-07,1610,IC 51,2.0,6.0,LFN,BI,07:23:23,07:21:54,2019-06-07 08:09:36,2019-06-07 08:10:24
10120,10393,2019-06-07,2019-06-07,1610,IC 51,1.0,6.0,BS,BI,07:03:56,07:03:18,2019-06-07 08:09:36,2019-06-07 08:10:24
10741,11022,2019-04-09,2019-06-09,1610,IC 51,1.0,6.0,BS,BI,07:03:23,07:03:18,2019-06-09 08:10:21,2019-06-09 08:10:24
11177,11465,2019-06-12,2019-06-12,1610,IC 51,1.0,6.0,BS,GN,07:03:35,07:03:18,2019-06-12 08:01:15,2019-06-12 08:00:00
11313,11602,2019-06-13,2019-06-13,1610,IC 51,1.0,6.0,BS,BI,07:03:19,07:03:18,2019-06-13 08:08:53,2019-06-13 08:10:24
11314,11603,2019-06-13,2019-06-13,1610,IC 51,1.0,6.0,BS,DMT,07:03:19,07:03:18,2019-06-13 07:37:48,2019-06-13 07:37:24
11315,11604,2019-06-13,2019-06-13,1610,IC 51,1.0,6.0,GN,BI,08:01:16,08:01:48,2019-06-13 08:08:53,2019-06-13 08:10:24
11529,11818,2019-06-12,2019-06-14,1610,IC 51,1.0,6.0,BS,BI,07:03:24,07:03:18,2019-06-14 08:09:50,2019-06-14 08:10:24
11530,11819,2019-06-14,2019-06-14,1610,IC 51,1.0,6.0,BS,GN,07:03:24,07:03:18,2019-06-14 08:00:26,2019-06-14 08:00:00
11531,11820,2019-06-14,2019-06-14,1610,IC 51,1.0,6.0,BS,BI,07:03:24,07:03:18,2019-06-14 08:09:50,2019-06-14 08:10:24
11532,11821,2019-06-14,2019-06-14,1610,IC 51,1.0,6.0,BS,DMT,07:03:24,07:03:18,2019-06-14 07:37:40,2019-06-14 07:37:24
11762,12053,2019-06-15,2019-06-15,1610,IC 51,2.0,6.0,BS,GN,07:03:25,07:03:18,2019-06-15 08:00:31,2019-06-15 08:00:00
12090,12384,2019-06-15,2019-06-16,1610,IC 51,2.0,6.0,BS,MOU,07:03:23,07:03:18,2019-06-16 07:51:57,2019-06-16 07:51:30
12227,12523,2019-06-17,2019-06-17,1610,IC 51,1.0,6.0,BS,BI,07:03:54,07:03:18,2019-06-17 08:09:57,2019-06-17 08:10:24
12487,12799,2019-06-19,2019-06-19,1610,IC 51,1.0,6.0,BS,GN,07:03:38,07:03:18,2019-06-19 08:01:09,2019-06-19 08:00:00
12668,12989,2019-06-17,2019-06-20,1610,IC 51,1.0,6.0,BS,BI,07:03:43,07:03:18,2019-06-20 08:10:04,2019-06-20 08:10:24
13504,13831,2019-06-23,2019-06-24,1610,IC 51,1.0,6.0,BS,DMT,07:03:46,07:03:18,2019-06-24 07:38:07,2019-06-24 07:37:24
13505,13832,2019-06-24,2019-06-24,1610,IC 51,1.0,6.0,BS,BI,07:03:46,07:03:18,2019-06-24 08:09:40,2019-06-24 08:10:24
13758,14091,2019-06-14,2019-06-26,1610,IC 51,1.0,6.0,BS,BI,07:09:17,07:03:18,2019-06-26 08:09:02,2019-06-26 08:10:24
13759,14092,2019-06-25,2019-06-26,1610,IC 51,1.0,6.0,BS,DMT,07:09:17,07:03:18,2019-06-26 07:39:51,2019-06-26 07:37:24
13760,14093,2019-06-14,2019-06-26,1610,IC 51,1.0,6.0,BS,BI,07:09:17,07:03:18,2019-06-26 08:09:02,2019-06-26 08:10:24
13914,14248,2019-06-27,2019-06-27,1610,IC 51,1.0,6.0,BS,BI,07:03:20,07:03:18,2019-06-27 08:09:15,2019-06-27 08:10:24
14369,14710,2019-06-28,2019-06-29,1610,IC 51,2.0,6.0,LFN,BI,07:22:19,07:21:54,2019-06-29 08:08:58,2019-06-29 08:10:24
14647,15000,2019-06-30,2019-06-30,1610,IC 51,1.0,6.0,BS,DMT,07:03:23,07:03:18,2019-06-30 07:37:50,2019-06-30 07:37:24
14808,15162,2019-06-25,2019-07-01,1610,IC 51,2.0,6.0,BS,BI,07:03:38,07:03:18,2019-07-01 08:09:25,2019-07-01 08:10:24
14809,15163,2019-06-28,2019-07-01,1610,IC 51,2.0,6.0,LFN,BI,07:23:36,07:21:54,2019-07-01 08:09:25,2019-07-01 08:10:24
15060,15414,2019-07-03,2019-07-03,1610,IC 51,1.0,6.0,BS,GN,07:03:18,07:03:18,2019-07-03 08:00:02,2019-07-03 08:00:00
15213,15568,2019-07-03,2019-07-04,1610,IC 51,1.0,6.0,BS,DMT,07:04:29,07:03:18,2019-07-04 07:39:00,2019-07-04 07:37:24
15448,15805,2019-06-17,2019-07-05,1610,IC 51,1.0,6.0,BS,BI,07:04:50,07:03:18,2019-07-05 08:09:43,2019-07-05 08:10:24
15449,15806,2019-07-05,2019-07-05,1610,IC 51,1.0,6.0,BS,BI,07:04:50,07:03:18,2019-07-05 08:09:43,2019-07-05 08:10:24
16208,16588,2019-07-08,2019-07-08,1610,IC 51,1.0,6.0,BS,GN,07:03:12,07:03:18,2019-07-08 07:58:37,2019-07-08 08:00:00
16393,16774,2019-07-07,2019-07-09,1610,IC 51,2.0,6.0,BS,BI,07:03:26,07:03:18,2019-07-09 08:11:16,2019-07-09 08:10:24
16574,16959,2019-07-10,2019-07-10,1610,IC 51,1.0,6.0,BS,BI,07:03:37,07:03:18,2019-07-10 08:09:45,2019-07-10 08:10:24
16575,16960,2019-07-10,2019-07-10,1610,IC 51,2.0,6.0,BS,BI,07:03:37,07:03:18,2019-07-10 08:09:45,2019-07-10 08:10:24
16760,17149,2019-07-10,2019-07-11,1610,IC 51,1.0,6.0,BS,BI,07:03:25,07:03:18,2019-07-11 08:15:19,2019-07-11 08:10:24
17047,17439,2019-06-07,2019-07-12,1610,IC 51,1.0,6.0,BS,BI,07:03:14,07:03:18,2019-07-12 08:09:14,2019-07-12 08:10:24
17048,17440,2019-07-12,2019-07-12,1610,IC 51,2.0,6.0,BS,BI,07:03:14,07:03:18,2019-07-12 08:09:14,2019-07-12 08:10:24
17916,18404,2019-04-17,2019-07-15,1610,IC 51,2.0,6.0,BS,BI,07:03:19,07:03:18,2019-07-15 08:09:17,2019-07-15 08:10:24
17917,18405,2019-07-15,2019-07-15,1610,IC 51,1.0,6.0,BS,BI,07:03:19,07:03:18,2019-07-15 08:09:17,2019-07-15 08:10:24
17918,18406,2019-07-15,2019-07-15,1610,IC 51,1.0,6.0,BS,BI,07:03:19,07:03:18,2019-07-15 08:09:17,2019-07-15 08:10:24
18094,18589,2019-07-15,2019-07-16,1610,IC 51,1.0,6.0,BS,BI,07:03:43,07:03:18,2019-07-16 08:08:47,2019-07-16 08:10:24
18095,18590,2019-07-15,2019-07-16,1610,IC 51,1.0,6.0,BS,DMT,07:03:43,07:03:18,2019-07-16 07:37:58,2019-07-16 07:37:24
18096,18591,2019-07-16,2019-07-16,1610,IC 51,1.0,6.0,BS,MOU,07:03:43,07:03:18,2019-07-16 07:51:01,2019-07-16 07:51:30
18097,18592,2019-07-16,2019-07-16,1610,IC 51,1.0,6.0,BS,BI,07:03:43,07:03:18,2019-07-16 08:08:47,2019-07-16 08:10:24
18293,18790,2019-07-17,2019-07-17,1610,IC 51,1.0,6.0,BS,BI,07:03:18,07:03:18,2019-07-17 08:10:36,2019-07-17 08:10:24
19283,19919,2019-07-02,2019-07-21,1610,IC 51,1.0,6.0,BS,BI,07:03:12,07:03:18,2019-07-21 08:09:15,2019-07-21 08:10:24
19284,19920,2019-07-20,2019-07-21,1610,IC 51,1.0,6.0,LFN,BI,07:21:04,07:21:54,2019-07-21 08:09:15,2019-07-21 08:10:24
19550,20186,2019-07-16,2019-07-22,1610,IC 51,1.0,6.0,BS,BI,07:03:17,07:03:18,2019-07-22 08:09:47,2019-07-22 08:10:24
19551,20187,2019-07-22,2019-07-22,1610,IC 51,1.0,6.0,BS,BI,07:03:17,07:03:18,2019-07-22 08:09:47,2019-07-22 08:10:24
19708,20370,2019-07-12,2019-07-23,1610,IC 51,2.0,6.0,BS,BI,07:04:04,07:03:18,2019-07-23 08:10:03,2019-07-23 08:10:24
20122,20794,2019-07-23,2019-07-25,1610,IC 51,2.0,6.0,BS,GN,07:03:47,07:03:18,2019-07-25 08:01:21,2019-07-25 08:00:00
20778,21532,2019-07-27,2019-07-28,1610,IC 51,1.0,6.0,BS,BI,07:03:26,07:03:18,2019-07-28 08:09:59,2019-07-28 08:10:24
21052,21808,2019-07-28,2019-07-29,1610,IC 51,1.0,6.0,BS,BI,07:03:46,07:03:18,2019-07-29 08:09:15,2019-07-29 08:10:24
21305,22064,2019-07-29,2019-07-30,1610,IC 51,1.0,6.0,BS,BI,07:04:47,07:03:18,2019-07-30 08:10:52,2019-07-30 08:10:24
21306,22065,2019-07-29,2019-07-30,1610,IC 51,2.0,6.0,BS,BI,07:04:47,07:03:18,2019-07-30 08:10:52,2019-07-30 08:10:24
21565,22332,2019-05-06,2019-07-31,1610,IC 51,2.0,6.0,BS,BI,07:03:29,07:03:18,2019-07-31 08:08:46,2019-07-31 08:10:24
22217,22998,2019-08-01,2019-08-02,1610,IC 51,1.0,6.0,BS,BI,07:03:28,07:03:18,2019-08-02 08:23:00,2019-08-02 08:10:24
22218,22999,2019-08-01,2019-08-02,1610,IC 51,1.0,6.0,DMT,BI,07:51:57,07:42:18,2019-08-02 08:23:00,2019-08-02 08:10:24
22219,23000,2019-07-09,2019-08-02,1610,IC 51,1.0,6.0,BS,BI,07:03:28,07:03:18,2019-08-02 08:23:00,2019-08-02 08:10:24
23072,23863,2019-08-03,2019-08-04,1610,IC 51,1.0,6.0,BS,DMT,07:03:41,07:03:18,2019-08-04 07:37:17,2019-08-04 07:37:24
23369,24162,2019-06-05,2019-08-05,1610,IC 51,1.0,6.0,BS,BI,07:03:33,07:03:18,2019-08-05 08:09:14,2019-08-05 08:10:24
23370,24163,2019-08-05,2019-08-05,1610,IC 51,1.0,6.0,BS,BI,07:03:33,07:03:18,2019-08-05 08:09:14,2019-08-05 08:10:24
24257,25064,2019-07-19,2019-08-09,1610,IC 51,1.0,6.0,BS,BI,07:03:52,07:03:18,2019-08-09 08:09:04,2019-08-09 08:10:24
24258,25065,2019-08-08,2019-08-09,1610,IC 51,1.0,6.0,DMT,BI,07:43:00,07:42:18,2019-08-09 08:09:04,2019-08-09 08:10:24
24564,25380,2019-06-18,2019-08-10,1610,IC 51,1.0,6.0,BS,BI,07:04:06,07:03:18,2019-08-10 08:10:09,2019-08-10 08:10:24
25162,25986,2019-07-17,2019-08-12,1610,IC 51,2.0,6.0,BS,BI,07:03:21,07:03:18,2019-08-12 08:11:17,2019-08-12 08:10:24
26454,27282,2019-08-14,2019-08-17,1610,IC 51,2.0,6.0,BS,BI,07:03:05,07:03:18,2019-08-17 08:10:14,2019-08-17 08:10:24
26455,27283,2019-05-17,2019-08-17,1610,IC 51,1.0,6.0,BS,BI,07:03:05,07:03:18,2019-08-17 08:10:14,2019-08-17 08:10:24
26769,27600,2019-08-18,2019-08-18,1610,IC 51,1.0,6.0,BS,BI,07:03:26,07:03:18,2019-08-18 08:09:25,2019-08-18 08:10:24
27118,27959,2019-08-03,2019-08-21,1610,IC 51,1.0,6.0,BS,BI,07:03:23,07:03:18,2019-08-21 08:11:47,2019-08-21 08:10:24
27119,27960,2019-08-21,2019-08-21,1610,IC 51,2.0,6.0,BS,BI,07:03:23,07:03:18,2019-08-21 08:11:47,2019-08-21 08:10:24
27260,28114,2019-08-22,2019-08-22,1610,IC 51,1.0,6.0,BS,DMT,07:03:55,07:03:18,2019-08-22 07:38:25,2019-08-22 07:37:24
28284,29194,2019-06-28,2019-08-27,1610,IC 51,2.0,6.0,BS,BI,07:03:36,07:03:18,2019-08-27 08:09:35,2019-08-27 08:10:24
28285,29195,2019-08-26,2019-08-27,1610,IC 51,1.0,6.0,BS,DMT,07:03:36,07:03:18,2019-08-27 07:38:23,2019-08-27 07:37:24
28429,29340,2019-08-28,2019-08-28,1610,IC 51,1.0,6.0,MOU,BI,07:52:52,07:53:00,2019-08-28 08:10:38,2019-08-28 08:10:24
28588,29502,2019-08-29,2019-08-29,1610,IC 51,1.0,6.0,BS,BI,07:03:18,07:03:18,2019-08-29 08:09:16,2019-08-29 08:10:24
29121,30040,2019-07-14,2019-08-31,1610,IC 51,2.0,6.0,BS,BI,07:03:22,07:03:18,2019-08-31 08:10:09,2019-08-31 08:10:24
29122,30041,2019-08-23,2019-08-31,1610,IC 51,1.0,6.0,BS,BI,07:03:22,07:03:18,2019-08-31 08:10:09,2019-08-31 08:10:24
29123,30042,2019-08-30,2019-08-31,1610,IC 51,1.0,6.0,BS,DMT,07:03:22,07:03:18,2019-08-31 07:38:52,2019-08-31 07:37:24
29408,30331,2019-08-30,2019-09-01,1610,IC 51,1.0,6.0,LFN,BI,07:21:22,07:21:54,2019-09-01 08:10:20,2019-09-01 08:10:24
29692,30617,2019-09-03,2019-09-03,1610,IC 51,1.0,6.0,BS,DMT,07:03:53,07:03:18,2019-09-03 07:40:12,2019-09-03 07:37:24
29839,30765,2019-09-03,2019-09-04,1610,IC 51,1.0,6.0,BS,DMT,07:03:57,07:03:18,2019-09-04 07:37:57,2019-09-04 07:37:24
29974,30901,2019-06-07,2019-09-05,1610,IC 51,1.0,6.0,BS,BI,07:04:19,07:03:18,2019-09-05 08:11:05,2019-09-05 08:10:24
29975,30902,2019-09-03,2019-09-05,1610,IC 51,1.0,6.0,DMT,BI,07:43:03,07:42:18,2019-09-05 08:11:05,2019-09-05 08:10:24
30200,31133,2019-09-05,2019-09-06,1610,IC 51,1.0,6.0,BS,BI,07:04:28,07:03:18,2019-09-06 08:11:31,2019-09-06 08:10:24
30201,31134,2019-09-06,2019-09-06,1610,IC 51,1.0,6.0,BS,GN,07:04:28,07:03:18,2019-09-06 07:59:45,2019-09-06 08:00:00
30588,31521,2019-09-02,2019-09-07,1610,IC 51,2.0,6.0,BS,BI,07:04:37,07:03:18,2019-09-07 08:09:29,2019-09-07 08:10:24
31096,32041,2019-09-09,2019-09-09,1610,IC 51,1.0,6.0,BS,BI,07:03:12,07:03:18,2019-09-09 08:10:15,2019-09-09 08:10:24
31181,32129,2019-09-10,2019-09-10,1610,IC 51,1.0,6.0,MOU,BI,07:57:51,07:53:00,2019-09-10 08:13:23,2019-09-10 08:10:24
31456,32407,2019-09-11,2019-09-12,1610,IC 51,1.0,6.0,BS,DMT,07:03:47,07:03:18,2019-09-12 07:37:30,2019-09-12 07:37:24
31457,32408,2019-09-12,2019-09-12,1610,IC 51,1.0,6.0,BS,DMT,07:03:47,07:03:18,2019-09-12 07:37:30,2019-09-12 07:37:24
32747,33728,2019-09-16,2019-09-18,1610,IC 51,1.0,6.0,BS,BI,07:05:56,07:03:18,2019-09-18 08:11:32,2019-09-18 08:10:24
32880,33863,2019-09-19,2019-09-19,1610,IC 51,1.0,6.0,BS,GN,07:04:06,07:03:18,2019-09-19 07:59:44,2019-09-19 08:00:00
33559,34543,2019-09-22,2019-09-22,1610,IC 51,1.0,6.0,DMT,BI,07:42:35,07:42:18,2019-09-22 08:09:39,2019-09-22 08:10:24
33560,34544,2019-09-22,2019-09-22,1610,IC 51,1.0,6.0,DMT,BI,07:42:35,07:42:18,2019-09-22 08:09:39,2019-09-22 08:10:24
33664,34649,2019-09-22,2019-09-23,1610,IC 51,1.0,6.0,BS,BI,07:03:39,07:03:18,2019-09-23 08:11:14,2019-09-23 08:10:24
34086,35078,2019-09-21,2019-09-27,1610,IC 51,1.0,6.0,BS,BI,07:03:44,07:03:18,2019-09-27 08:09:53,2019-09-27 08:10:24
34087,35079,2019-09-27,2019-09-27,1610,IC 51,1.0,6.0,BS,LFN,07:03:44,07:03:18,2019-09-27 07:20:57,2019-09-27 07:20:00
34328,35327,2019-09-22,2019-09-28,1610,IC 51,1.0,6.0,BS,BI,07:03:19,07:03:18,2019-09-28 08:10:27,2019-09-28 08:10:24
34329,35328,2019-09-22,2019-09-28,1610,IC 51,1.0,6.0,BS,BI,07:03:19,07:03:18,2019-09-28 08:10:27,2019-09-28 08:10:24
34330,35329,2019-09-27,2019-09-28,1610,IC 51,1.0,6.0,DMT,BI,07:42:16,07:42:18,2019-09-28 08:10:27,2019-09-28 08:10:24
34331,35330,2019-09-22,2019-09-28,1610,IC 51,2.0,6.0,BS,BI,07:03:19,07:03:18,2019-09-28 08:10:27,2019-09-28 08:10:24
34584,35583,2019-09-28,2019-09-29,1610,IC 51,1.0,6.0,BS,BI,07:03:30,07:03:18,2019-09-29 08:09:11,2019-09-29 08:10:24
34804,35805,2019-09-30,2019-10-01,1610,IC 51,1.0,6.0,DMT,BI,07:42:11,07:42:18,2019-10-01 08:10:44,2019-10-01 08:10:24
35032,36037,2019-10-03,2019-10-03,1610,IC 51,1.0,6.0,BS,GN,07:03:46,07:03:18,2019-10-03 07:59:40,2019-10-03 08:00:00
35217,36226,2019-10-04,2019-10-04,1610,IC 51,1.0,6.0,BS,BI,07:04:43,07:03:18,2019-10-04 08:10:19,2019-10-04 08:10:24
35496,36523,2019-09-27,2019-10-05,1610,IC 51,1.0,6.0,BS,BI,07:04:14,07:03:18,2019-10-05 08:11:45,2019-10-05 08:10:24
35894,36921,2019-10-07,2019-10-07,1610,IC 51,1.0,6.0,BS,BI,07:03:35,07:03:18,2019-10-07 08:13:04,2019-10-07 08:10:24
36076,37103,2019-10-09,2019-10-09,1610,IC 51,1.0,6.0,LFN,BI,07:22:09,07:21:54,2019-10-09 08:10:58,2019-10-09 08:10:24
36591,37627,2019-10-09,2019-10-12,1610,IC 51,2.0,6.0,BS,BI,07:03:13,07:03:18,2019-10-12 08:09:45,2019-10-12 08:10:24
37415,38461,2019-10-21,2019-10-21,1610,IC 51,1.0,6.0,BS,BI,07:03:33,07:03:18,2019-10-21 08:11:37,2019-10-21 08:10:24
38354,39419,2020-04-14,2020-04-15,1610,IC 51,1.0,6.0,DMT,GN,07:42:50,07:42:18,2020-04-15 08:00:01,2020-04-15 08:00:00
38689,39774,2020-04-24,2020-04-24,1610,IC 51,1.0,6.0,DMT,BI,07:42:18,07:42:18,2020-04-24 08:09:33,2020-04-24 08:10:24
40048,41146,2020-05-17,2020-05-17,1610,IC 51,1.0,6.0,DMT,BI,07:42:26,07:42:18,2020-05-17 08:10:04,2020-05-17 08:10:24
40436,41535,2020-05-19,2020-05-20,1610,IC 51,1.0,6.0,BS,LFN,07:03:25,07:03:30,2020-05-20 07:21:08,2020-05-20 07:20:00
40437,41536,2020-05-20,2020-05-20,1610,IC 51,1.0,6.0,BS,GN,07:03:25,07:03:30,2020-05-20 07:59:35,2020-05-20 08:00:00
41328,42428,2020-05-22,2020-05-23,1610,IC 51,2.0,6.0,LFN,BI,07:21:08,07:21:54,2020-05-23 08:09:30,2020-05-23 08:10:24
41900,43002,2020-05-25,2020-05-25,1610,IC 51,1.0,6.0,BS,LFN,07:03:26,07:03:30,2020-05-25 07:21:11,2020-05-25 07:20:00
42183,43287,2020-05-26,2020-05-27,1610,IC 51,2.0,6.0,LFN,BI,07:22:59,07:21:54,2020-05-27 08:10:29,2020-05-27 08:10:24
42644,43751,2020-05-28,2020-05-29,1610,IC 51,1.0,6.0,BS,MOU,07:03:17,07:03:30,2020-05-29 07:52:19,2020-05-29 07:51:12
42645,43752,2020-05-29,2020-05-29,1610,IC 51,1.0,6.0,BS,DMT,07:03:17,07:03:30,2020-05-29 07:37:25,2020-05-29 07:37:24
43064,44171,2020-05-29,2020-05-30,1610,IC 51,2.0,6.0,BS,BI,07:03:21,07:03:30,2020-05-30 08:09:10,2020-05-30 08:10:24
43503,44621,2020-05-30,2020-05-31,1610,IC 51,2.0,6.0,BS,BI,07:03:09,07:03:30,2020-05-31 08:09:14,2020-05-31 08:10:24
44790,45958,2020-06-07,2020-06-08,1610,IC 51,2.0,6.0,BS,BI,07:03:26,07:03:30,2020-06-08 08:09:26,2020-06-08 08:10:24
45529,46717,2020-06-13,2020-06-13,1610,IC 51,1.0,6.0,BS,BI,07:03:25,07:03:30,2020-06-13 08:10:37,2020-06-13 08:10:24
45911,47114,2020-06-15,2020-06-15,1610,IC 51,2.0,6.0,DMT,BI,07:42:16,07:42:18,2020-06-15 08:10:12,2020-06-15 08:10:24
46241,47452,2020-06-18,2020-06-18,1610,IC 51,1.0,6.0,BS,GN,07:03:39,07:03:30,2020-06-18 07:58:58,2020-06-18 08:00:00
47861,49822,2020-06-28,2020-06-29,1610,IC 51,1.0,6.0,BS,BI,07:03:41,07:03:30,2020-06-29 08:09:23,2020-06-29 08:10:24
48223,50449,2020-07-03,2020-07-03,1610,IC 51,1.0,6.0,DMT,BI,07:42:31,07:42:18,2020-07-03 08:10:16,2020-07-03 08:10:24
48652,51220,2020-07-04,2020-07-05,1610,IC 51,1.0,6.0,BS,BI,07:03:16,07:03:30,2020-07-05 08:10:20,2020-07-05 08:10:24
48653,51221,2020-07-04,2020-07-05,1610,IC 51,1.0,6.0,BS,BI,07:03:16,07:03:30,2020-07-05 08:10:20,2020-07-05 08:10:24
48881,51617,2020-06-30,2020-07-07,1610,IC 51,1.0,6.0,LFN,MOU,07:22:43,07:21:54,2020-07-07 07:52:05,2020-07-07 07:51:12
48882,51618,2020-07-04,2020-07-07,1610,IC 51,1.0,6.0,MOU,BI,07:53:20,07:53:00,2020-07-07 08:11:07,2020-07-07 08:10:24
48984,51796,2020-06-30,2020-07-08,1610,IC 51,1.0,6.0,BS,BI,07:03:24,07:03:30,2020-07-08 08:10:24,2020-07-08 08:10:24
49260,52266,2020-07-09,2020-07-10,1610,IC 51,1.0,6.0,BS,BI,07:03:24,07:03:30,2020-07-10 08:10:21,2020-07-10 08:10:24
