,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
97081,106154,2021-05-07,2021-05-07,807,IC 8,1.0,9.0,ZUE,W,08:05:50,08:05:30,2021-05-07 08:29:04,2021-05-07 08:29:00
98100,107191,2021-05-05,2021-05-08,807,IC 8,1.0,9.0,ZUE,RH,08:05:32,08:05:30,2021-05-08 09:11:33,2021-05-08 09:12:00
98101,107192,2021-05-06,2021-05-08,807,IC 8,1.0,9.0,ZUE,RH,08:05:32,08:05:30,2021-05-08 09:11:33,2021-05-08 09:12:00
98102,107193,2021-05-06,2021-05-08,807,IC 8,1.0,9.0,ZUE,RH,08:05:32,08:05:30,2021-05-08 09:11:33,2021-05-08 09:12:00
98103,107194,2021-05-06,2021-05-08,807,IC 8,1.0,9.0,ZUE,RH,08:05:32,08:05:30,2021-05-08 09:11:33,2021-05-08 09:12:00
98104,107195,2021-05-07,2021-05-08,807,IC 8,1.0,9.0,ZUE,RH,08:05:32,08:05:30,2021-05-08 09:11:33,2021-05-08 09:12:00
98105,107196,2021-05-07,2021-05-08,807,IC 8,1.0,9.0,TH,ZUE,06:37:30,06:36:48,2021-05-08 07:59:28,2021-05-08 07:58:00
98106,107197,2021-05-07,2021-05-08,807,IC 8,1.0,9.0,FF,AW,08:43:49,08:43:18,2021-05-08 09:04:38,2021-05-08 09:05:18
99511,108667,2021-05-05,2021-05-09,807,IC 8,1.0,9.0,W,RH,08:31:33,08:31:30,2021-05-09 09:12:21,2021-05-09 09:12:00
99512,108668,2021-05-05,2021-05-09,807,IC 8,1.0,9.0,W,RH,08:31:33,08:31:30,2021-05-09 09:12:21,2021-05-09 09:12:00
99513,108669,2021-05-08,2021-05-09,807,IC 8,2.0,9.0,W,RH,08:31:33,08:31:30,2021-05-09 09:12:21,2021-05-09 09:12:00
99514,108670,2021-05-08,2021-05-09,807,IC 8,1.0,9.0,VI,BN,05:54:38,05:55:48,2021-05-09 06:55:07,2021-05-09 06:55:00
105854,116539,2021-05-11,2021-05-21,807,IC 8,1.0,15.0,BR,BN,05:47:14,05:46:30,2021-05-21 06:55:52,2021-05-21 06:55:00
105855,116540,2021-05-21,2021-05-21,807,IC 8,1.0,15.0,BR,TH,05:47:14,05:46:30,2021-05-21 06:35:44,2021-05-21 06:34:54
105856,116541,2021-05-21,2021-05-21,807,IC 8,1.0,15.0,SP,BN,06:26:43,06:26:30,2021-05-21 06:55:52,2021-05-21 06:55:00
105857,116542,2021-05-21,2021-05-21,807,IC 8,1.0,15.0,BN,ZUE,07:02:50,07:02:30,2021-05-21 07:59:26,2021-05-21 07:58:00
106970,117675,2021-05-21,2021-05-22,807,IC 8,2.0,9.0,BN,ZUE,07:03:19,07:02:30,2021-05-22 07:57:26,2021-05-22 07:58:00
106971,117676,2021-05-21,2021-05-22,807,IC 8,1.0,9.0,ZUE,RH,08:05:20,08:05:30,2021-05-22 09:11:11,2021-05-22 09:12:00
106972,117677,2021-05-22,2021-05-22,807,IC 8,1.0,9.0,FF,RH,08:42:23,08:43:18,2021-05-22 09:11:11,2021-05-22 09:12:00
108402,119131,2021-05-20,2021-05-23,807,IC 8,1.0,9.0,VI,ZUE,05:54:59,05:55:48,2021-05-23 07:58:21,2021-05-23 07:58:00
108403,119132,2021-05-20,2021-05-23,807,IC 8,1.0,9.0,VI,ZUE,05:54:59,05:55:48,2021-05-23 07:58:21,2021-05-23 07:58:00
108404,119133,2021-05-22,2021-05-23,807,IC 8,1.0,9.0,W,RH,08:32:37,08:31:30,2021-05-23 09:12:11,2021-05-23 09:12:00
108405,119134,2021-05-22,2021-05-23,807,IC 8,1.0,9.0,W,RH,08:32:37,08:31:30,2021-05-23 09:12:11,2021-05-23 09:12:00
108406,119135,2021-05-22,2021-05-23,807,IC 8,1.0,9.0,BN,RH,07:03:12,07:02:30,2021-05-23 09:12:11,2021-05-23 09:12:00
108407,119136,2021-05-23,2021-05-23,807,IC 8,1.0,9.0,BN,ZUE,07:03:12,07:02:30,2021-05-23 07:58:21,2021-05-23 07:58:00
108408,119137,2021-05-23,2021-05-23,807,IC 8,1.0,9.0,W,FF,08:32:37,08:31:30,2021-05-23 08:42:54,2021-05-23 08:41:30
110039,120804,2021-05-22,2021-05-24,807,IC 8,1.0,9.0,ZUE,RH,08:05:45,08:05:30,2021-05-24 09:12:19,2021-05-24 09:12:00
110040,120805,2021-05-22,2021-05-24,807,IC 8,1.0,9.0,ZUE,RH,08:05:45,08:05:30,2021-05-24 09:12:19,2021-05-24 09:12:00
110041,120806,2021-05-23,2021-05-24,807,IC 8,1.0,9.0,BN,ZUE,07:02:51,07:02:30,2021-05-24 07:58:30,2021-05-24 07:58:00
110042,120807,2021-05-23,2021-05-24,807,IC 8,1.0,9.0,BN,ZUE,07:02:51,07:02:30,2021-05-24 07:58:30,2021-05-24 07:58:00
110043,120808,2021-05-24,2021-05-24,807,IC 8,1.0,9.0,W,RH,08:31:30,08:31:30,2021-05-24 09:12:19,2021-05-24 09:12:00
112049,122867,2021-05-27,2021-05-28,807,IC 8,1.0,15.0,VI,BN,05:55:06,05:55:48,2021-05-28 06:54:25,2021-05-28 06:55:00
112050,122868,2021-05-28,2021-05-28,807,IC 8,1.0,15.0,BR,TH,05:46:46,05:46:30,2021-05-28 06:33:55,2021-05-28 06:34:54
112051,122869,2021-05-28,2021-05-28,807,IC 8,1.0,15.0,TH,BN,06:36:27,06:36:48,2021-05-28 06:54:25,2021-05-28 06:55:00
112052,122870,2021-05-28,2021-05-28,807,IC 8,1.0,15.0,BN,ZUE,07:03:16,07:02:30,2021-05-28 08:01:39,2021-05-28 07:58:00
113386,124246,2021-05-22,2021-05-29,807,IC 8,2.0,9.0,ZUE,RH,08:07:20,08:05:30,2021-05-29 09:11:45,2021-05-29 09:12:00
113387,124247,2021-05-28,2021-05-29,807,IC 8,1.0,9.0,ZUE,RH,08:07:20,08:05:30,2021-05-29 09:11:45,2021-05-29 09:12:00
114990,125877,2021-05-17,2021-05-30,807,IC 8,1.0,9.0,VI,ZUE,05:54:34,05:55:48,2021-05-30 07:57:33,2021-05-30 07:58:00
114991,125878,2021-05-28,2021-05-30,807,IC 8,1.0,9.0,BN,ZUE,07:02:39,07:02:30,2021-05-30 07:57:33,2021-05-30 07:58:00
114992,125879,2021-05-30,2021-05-30,807,IC 8,1.0,9.0,W,RH,08:31:34,08:31:30,2021-05-30 09:11:31,2021-05-30 09:12:00
117665,128610,2021-05-31,2021-06-04,807,IC 8,1.0,15.0,BN,ZUE,07:03:45,07:02:30,2021-06-04 07:59:02,2021-06-04 07:58:00
117666,128611,2021-06-01,2021-06-04,807,IC 8,2.0,15.0,W,RH,08:31:42,08:31:30,2021-06-04 09:11:26,2021-06-04 09:12:00
117667,128612,2021-06-03,2021-06-04,807,IC 8,1.0,15.0,BN,ZUE,07:03:45,07:02:30,2021-06-04 07:59:02,2021-06-04 07:58:00
117668,128613,2021-06-04,2021-06-04,807,IC 8,1.0,15.0,BR,TH,05:46:30,05:46:30,2021-06-04 06:34:27,2021-06-04 06:34:54
117669,128614,2021-06-04,2021-06-04,807,IC 8,1.0,15.0,BN,ZUE,07:03:45,07:02:30,2021-06-04 07:59:02,2021-06-04 07:58:00
118692,129711,2021-05-14,2021-06-05,807,IC 8,1.0,9.0,ZUE,WF,08:08:17,08:05:30,2021-06-05 08:54:50,2021-06-05 08:53:36
118693,129712,2021-05-29,2021-06-05,807,IC 8,4.0,9.0,ZUE,RH,08:08:17,08:05:30,2021-06-05 09:11:31,2021-06-05 09:12:00
118694,129713,2021-05-30,2021-06-05,807,IC 8,1.0,9.0,BN,RH,07:03:10,07:02:30,2021-06-05 09:11:31,2021-06-05 09:12:00
118695,129714,2021-06-04,2021-06-05,807,IC 8,1.0,9.0,ZUE,WF,08:08:17,08:05:30,2021-06-05 08:54:50,2021-06-05 08:53:36
118696,129715,2021-06-04,2021-06-05,807,IC 8,1.0,9.0,BN,ZUE,07:03:10,07:02:30,2021-06-05 07:59:40,2021-06-05 07:58:00
121557,133417,2021-06-08,2021-06-11,807,IC 8,1.0,15.0,BN,ZUE,07:03:30,07:02:30,2021-06-11 07:58:23,2021-06-11 07:58:00
121558,133418,2021-06-10,2021-06-11,807,IC 8,1.0,15.0,TH,ZUE,06:36:42,06:36:48,2021-06-11 07:58:23,2021-06-11 07:58:00
121559,133419,2021-06-10,2021-06-11,807,IC 8,1.0,15.0,BN,ZUE,07:03:30,07:02:30,2021-06-11 07:58:23,2021-06-11 07:58:00
121560,133420,2021-06-11,2021-06-11,807,IC 8,2.0,15.0,ZUE,RH,08:05:46,08:05:30,2021-06-11 09:11:39,2021-06-11 09:12:00
121561,133421,2021-06-11,2021-06-11,807,IC 8,1.0,15.0,BR,TH,05:46:49,05:46:30,2021-06-11 06:34:57,2021-06-11 06:34:54
121562,133422,2021-06-11,2021-06-11,807,IC 8,1.0,15.0,BN,ZUE,07:03:30,07:02:30,2021-06-11 07:58:23,2021-06-11 07:58:00
121563,133423,2021-06-11,2021-06-11,807,IC 8,1.0,15.0,TH,BN,06:36:42,06:36:48,2021-06-11 06:54:36,2021-06-11 06:55:00
121564,133424,2021-06-11,2021-06-11,807,IC 8,1.0,15.0,TH,BN,06:36:42,06:36:48,2021-06-11 06:54:36,2021-06-11 06:55:00
122984,134875,2021-06-09,2021-06-12,807,IC 8,1.0,9.0,BN,ZUE,07:03:49,07:02:30,2021-06-12 07:58:32,2021-06-12 07:58:00
122985,134876,2021-06-09,2021-06-12,807,IC 8,1.0,9.0,BN,ZUE,07:03:49,07:02:30,2021-06-12 07:58:32,2021-06-12 07:58:00
122986,134877,2021-06-11,2021-06-12,807,IC 8,2.0,9.0,BN,ZUE,07:03:49,07:02:30,2021-06-12 07:58:32,2021-06-12 07:58:00
122987,134878,2021-06-11,2021-06-12,807,IC 8,2.0,9.0,ZUE,RH,08:05:41,08:05:30,2021-06-12 09:11:45,2021-06-12 09:12:00
122988,134879,2021-06-11,2021-06-12,807,IC 8,1.0,9.0,TH,BN,06:36:23,06:36:48,2021-06-12 06:55:10,2021-06-12 06:55:00
122989,134880,2021-06-11,2021-06-12,807,IC 8,1.0,9.0,VI,ZUE,05:55:16,05:55:48,2021-06-12 07:58:32,2021-06-12 07:58:00
122990,134881,2021-06-12,2021-06-12,807,IC 8,1.0,9.0,BN,ZUE,07:03:49,07:02:30,2021-06-12 07:58:32,2021-06-12 07:58:00
122991,134882,2021-06-12,2021-06-12,807,IC 8,1.0,9.0,TH,BN,06:36:23,06:36:48,2021-06-12 06:55:10,2021-06-12 06:55:00
124692,136700,2021-06-09,2021-06-13,807,IC 8,1.0,9.0,BN,FF,07:02:44,07:02:30,2021-06-13 08:41:43,2021-06-13 08:41:30
127407,139601,2021-06-17,2021-06-18,807,IC 8,1.0,15.0,ZUE,RH,08:05:33,08:05:30,2021-06-18 09:11:26,2021-06-18 09:12:00
127408,139602,2021-06-18,2021-06-18,807,IC 8,1.0,15.0,BN,ZUE,07:02:49,07:02:30,2021-06-18 07:59:27,2021-06-18 07:58:00
128770,141013,2021-06-12,2021-06-19,807,IC 8,1.0,9.0,BN,ZUE,07:03:26,07:02:30,2021-06-19 08:02:02,2021-06-19 07:58:00
128771,141014,2021-06-15,2021-06-19,807,IC 8,1.0,9.0,ZUE,WF,08:05:20,08:05:30,2021-06-19 08:53:06,2021-06-19 08:53:36
128772,141015,2021-06-15,2021-06-19,807,IC 8,2.0,9.0,ZUE,RH,08:05:20,08:05:30,2021-06-19 09:11:53,2021-06-19 09:12:00
128773,141016,2021-06-17,2021-06-19,807,IC 8,2.0,9.0,BN,RH,07:03:26,07:02:30,2021-06-19 09:11:53,2021-06-19 09:12:00
128774,141017,2021-06-17,2021-06-19,807,IC 8,1.0,9.0,ZUE,RH,08:05:20,08:05:30,2021-06-19 09:11:53,2021-06-19 09:12:00
128775,141018,2021-06-17,2021-06-19,807,IC 8,1.0,9.0,ZUE,RH,08:05:20,08:05:30,2021-06-19 09:11:53,2021-06-19 09:12:00
128776,141019,2021-06-17,2021-06-19,807,IC 8,1.0,9.0,ZUE,RH,08:05:20,08:05:30,2021-06-19 09:11:53,2021-06-19 09:12:00
128777,141020,2021-06-18,2021-06-19,807,IC 8,1.0,9.0,VI,SP,05:55:37,05:55:48,2021-06-19 06:25:43,2021-06-19 06:24:48
128778,141021,2021-06-18,2021-06-19,807,IC 8,1.0,9.0,VI,SP,05:55:37,05:55:48,2021-06-19 06:25:43,2021-06-19 06:24:48
128779,141022,2021-06-18,2021-06-19,807,IC 8,1.0,9.0,ZUE,WF,08:05:20,08:05:30,2021-06-19 08:53:06,2021-06-19 08:53:36
128780,141023,2021-06-18,2021-06-19,807,IC 8,1.0,9.0,BN,ZUE,07:03:26,07:02:30,2021-06-19 08:02:02,2021-06-19 07:58:00
128781,141024,2021-06-18,2021-06-19,807,IC 8,1.0,9.0,BN,ZUE,07:03:26,07:02:30,2021-06-19 08:02:02,2021-06-19 07:58:00
128782,141025,2021-06-18,2021-06-19,807,IC 8,1.0,9.0,BN,ZUE,07:03:26,07:02:30,2021-06-19 08:02:02,2021-06-19 07:58:00
128783,141026,2021-06-19,2021-06-19,807,IC 8,1.0,9.0,BN,ZUE,07:03:26,07:02:30,2021-06-19 08:02:02,2021-06-19 07:58:00
128784,141027,2021-06-19,2021-06-19,807,IC 8,1.0,9.0,BN,ZUE,07:03:26,07:02:30,2021-06-19 08:02:02,2021-06-19 07:58:00
128785,141028,2021-06-19,2021-06-19,807,IC 8,1.0,9.0,BN,ZUE,07:03:26,07:02:30,2021-06-19 08:02:02,2021-06-19 07:58:00
128786,141029,2021-06-19,2021-06-19,807,IC 8,1.0,9.0,WF,RH,08:55:37,08:55:36,2021-06-19 09:11:53,2021-06-19 09:12:00
130250,142665,2021-06-19,2021-06-20,807,IC 8,1.0,9.0,VI,BN,05:54:28,05:55:48,2021-06-20 06:55:06,2021-06-20 06:55:00
130251,142666,2021-06-19,2021-06-20,807,IC 8,2.0,9.0,W,RH,08:32:02,08:31:30,2021-06-20 09:11:38,2021-06-20 09:12:00
130252,142667,2021-06-20,2021-06-20,807,IC 8,2.0,9.0,ZUE,RH,08:05:21,08:05:30,2021-06-20 09:11:38,2021-06-20 09:12:00
133656,146249,2021-06-22,2021-06-26,807,IC 8,1.0,9.0,SP,BN,06:25:12,06:26:30,2021-06-26 06:54:15,2021-06-26 06:55:00
133657,146250,2021-06-22,2021-06-26,807,IC 8,1.0,9.0,BN,ZUE,07:02:51,07:02:30,2021-06-26 07:57:21,2021-06-26 07:58:00
133658,146251,2021-06-23,2021-06-26,807,IC 8,1.0,9.0,BN,ZUE,07:02:51,07:02:30,2021-06-26 07:57:21,2021-06-26 07:58:00
133659,146252,2021-06-23,2021-06-26,807,IC 8,1.0,9.0,BN,ZUE,07:02:51,07:02:30,2021-06-26 07:57:21,2021-06-26 07:58:00
133660,146253,2021-06-23,2021-06-26,807,IC 8,1.0,9.0,BN,ZUE,07:02:51,07:02:30,2021-06-26 07:57:21,2021-06-26 07:58:00
133661,146254,2021-06-23,2021-06-26,807,IC 8,1.0,9.0,BN,ZUE,07:02:51,07:02:30,2021-06-26 07:57:21,2021-06-26 07:58:00
133662,146255,2021-06-25,2021-06-26,807,IC 8,1.0,9.0,SP,ZUE,06:25:12,06:26:30,2021-06-26 07:57:21,2021-06-26 07:58:00
133663,146256,2021-06-26,2021-06-26,807,IC 8,1.0,9.0,BN,ZUE,07:02:51,07:02:30,2021-06-26 07:57:21,2021-06-26 07:58:00
133664,146257,2021-06-26,2021-06-26,807,IC 8,1.0,9.0,FF,AW,08:42:30,08:43:18,2021-06-26 09:04:41,2021-06-26 09:05:18
135179,147829,2021-06-10,2021-06-27,807,IC 8,1.0,9.0,BN,ZUE,07:03:17,07:02:30,2021-06-27 07:58:32,2021-06-27 07:58:00
135180,147830,2021-06-26,2021-06-27,807,IC 8,1.0,9.0,ZUE,RH,08:05:50,08:05:30,2021-06-27 09:11:28,2021-06-27 09:12:00
135181,147831,2021-06-26,2021-06-27,807,IC 8,1.0,9.0,ZUE,RH,08:05:50,08:05:30,2021-06-27 09:11:28,2021-06-27 09:12:00
135182,147832,2021-06-26,2021-06-27,807,IC 8,1.0,9.0,BN,ZUE,07:03:17,07:02:30,2021-06-27 07:58:32,2021-06-27 07:58:00
135183,147833,2021-06-26,2021-06-27,807,IC 8,1.0,9.0,BN,ZUE,07:03:17,07:02:30,2021-06-27 07:58:32,2021-06-27 07:58:00
135184,147834,2021-06-27,2021-06-27,807,IC 8,1.0,9.0,SP,BN,06:25:42,06:26:30,2021-06-27 06:55:03,2021-06-27 06:55:00
135185,147835,2021-06-27,2021-06-27,807,IC 8,1.0,9.0,W,RH,08:32:00,08:31:30,2021-06-27 09:11:28,2021-06-27 09:12:00
137588,150338,2021-06-27,2021-07-02,807,IC 8,2.0,15.0,BN,ZUE,07:02:45,07:02:30,2021-07-02 07:57:58,2021-07-02 07:58:00
137589,150339,2021-06-30,2021-07-02,807,IC 8,2.0,15.0,BN,ZUE,07:02:45,07:02:30,2021-07-02 07:57:58,2021-07-02 07:58:00
137590,150340,2021-07-01,2021-07-02,807,IC 8,2.0,15.0,W,RH,08:31:35,08:31:30,2021-07-02 09:11:17,2021-07-02 09:12:00
137591,150341,2021-07-01,2021-07-02,807,IC 8,1.0,15.0,W,RH,08:31:35,08:31:30,2021-07-02 09:11:17,2021-07-02 09:12:00
137592,150342,2021-07-01,2021-07-02,807,IC 8,1.0,15.0,W,RH,08:31:35,08:31:30,2021-07-02 09:11:17,2021-07-02 09:12:00
137593,150343,2021-07-01,2021-07-02,807,IC 8,1.0,15.0,ZUE,FF,08:05:55,08:05:30,2021-07-02 08:41:29,2021-07-02 08:41:30
137594,150344,2021-07-02,2021-07-02,807,IC 8,1.0,15.0,SP,BN,06:25:37,06:26:30,2021-07-02 06:55:33,2021-07-02 06:55:00
139027,151828,2021-06-23,2021-07-03,807,IC 8,2.0,9.0,BN,ZUE,07:03:01,07:02:30,2021-07-03 07:57:57,2021-07-03 07:58:00
139028,151829,2021-06-28,2021-07-03,807,IC 8,1.0,9.0,ZUE,WF,08:07:12,08:05:30,2021-07-03 08:52:29,2021-07-03 08:53:36
139029,151830,2021-06-28,2021-07-03,807,IC 8,1.0,9.0,ZUE,WF,08:07:12,08:05:30,2021-07-03 08:52:29,2021-07-03 08:53:36
139030,151831,2021-07-01,2021-07-03,807,IC 8,2.0,9.0,BN,ZUE,07:03:01,07:02:30,2021-07-03 07:57:57,2021-07-03 07:58:00
139031,151832,2021-07-02,2021-07-03,807,IC 8,1.0,9.0,BN,ZUE,07:03:01,07:02:30,2021-07-03 07:57:57,2021-07-03 07:58:00
139032,151833,2021-07-02,2021-07-03,807,IC 8,1.0,9.0,BN,ZUE,07:03:01,07:02:30,2021-07-03 07:57:57,2021-07-03 07:58:00
139033,151834,2021-07-02,2021-07-03,807,IC 8,1.0,9.0,BN,ZUE,07:03:01,07:02:30,2021-07-03 07:57:57,2021-07-03 07:58:00
139034,151835,2021-07-03,2021-07-03,807,IC 8,1.0,9.0,TH,ZUE,06:37:46,06:36:48,2021-07-03 07:57:57,2021-07-03 07:58:00
139035,151836,2021-07-03,2021-07-03,807,IC 8,1.0,9.0,BN,ZUE,07:03:01,07:02:30,2021-07-03 07:57:57,2021-07-03 07:58:00
139036,151837,2021-07-03,2021-07-03,807,IC 8,1.0,9.0,ZUE,FF,08:07:12,08:05:30,2021-07-03 08:41:20,2021-07-03 08:41:30
140443,153265,2021-05-09,2021-07-04,807,IC 8,1.0,9.0,TH,ZUE,06:36:22,06:36:48,2021-07-04 07:57:54,2021-07-04 07:58:00
140444,153266,2021-05-09,2021-07-04,807,IC 8,1.0,9.0,BN,ZUE,07:02:44,07:02:30,2021-07-04 07:57:54,2021-07-04 07:58:00
140445,153267,2021-05-09,2021-07-04,807,IC 8,1.0,9.0,BN,ZUE,07:02:44,07:02:30,2021-07-04 07:57:54,2021-07-04 07:58:00
140446,153268,2021-05-10,2021-07-04,807,IC 8,1.0,9.0,BN,ZUE,07:02:44,07:02:30,2021-07-04 07:57:54,2021-07-04 07:58:00
140447,153269,2021-06-14,2021-07-04,807,IC 8,1.0,9.0,BN,ZUE,07:02:44,07:02:30,2021-07-04 07:57:54,2021-07-04 07:58:00
142826,155691,2021-06-07,2021-07-09,807,IC 8,2.0,15.0,VI,BN,05:56:15,05:55:48,2021-07-09 06:57:38,2021-07-09 06:55:00
142827,155692,2021-06-15,2021-07-09,807,IC 8,1.0,15.0,BN,ZUE,07:03:59,07:02:30,2021-07-09 07:58:38,2021-07-09 07:58:00
142828,155693,2021-07-01,2021-07-09,807,IC 8,1.0,15.0,BN,ZUE,07:03:59,07:02:30,2021-07-09 07:58:38,2021-07-09 07:58:00
142829,155694,2021-07-01,2021-07-09,807,IC 8,1.0,15.0,BN,ZUE,07:03:59,07:02:30,2021-07-09 07:58:38,2021-07-09 07:58:00
142830,155695,2021-07-08,2021-07-09,807,IC 8,1.0,15.0,TH,BN,06:40:13,06:36:48,2021-07-09 06:57:38,2021-07-09 06:55:00
142831,155696,2021-07-08,2021-07-09,807,IC 8,1.0,15.0,W,RH,08:31:36,08:31:30,2021-07-09 09:11:36,2021-07-09 09:12:00
142832,155697,2021-07-09,2021-07-09,807,IC 8,1.0,15.0,BR,TH,05:47:32,05:46:30,2021-07-09 06:39:14,2021-07-09 06:34:54
144299,157244,2021-05-29,2021-07-10,807,IC 8,2.0,9.0,BN,RH,07:02:38,07:02:30,2021-07-10 09:11:41,2021-07-10 09:12:00
144300,157245,2021-07-04,2021-07-10,807,IC 8,2.0,9.0,BR,ZUE,05:46:34,05:46:30,2021-07-10 07:58:10,2021-07-10 07:58:00
144301,157246,2021-07-06,2021-07-10,807,IC 8,2.0,9.0,W,RH,08:31:49,08:31:30,2021-07-10 09:11:41,2021-07-10 09:12:00
144302,157247,2021-07-06,2021-07-10,807,IC 8,5.0,9.0,BN,ZUE,07:02:38,07:02:30,2021-07-10 07:58:10,2021-07-10 07:58:00
144303,157248,2021-07-07,2021-07-10,807,IC 8,1.0,9.0,TH,BN,06:36:40,06:36:48,2021-07-10 06:54:19,2021-07-10 06:55:00
144304,157249,2021-07-07,2021-07-10,807,IC 8,1.0,9.0,TH,BN,06:36:40,06:36:48,2021-07-10 06:54:19,2021-07-10 06:55:00
