,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
82395,90326,2021-04-04,2021-04-04,832,IC 8,1.0,9.0,FF,W,19:18:32,19:18:54,2021-04-04 19:28:30,2021-04-04 19:29:06
82396,90327,2021-04-04,2021-04-04,832,IC 8,1.0,9.0,ZUE,BN,20:02:25,20:02:30,2021-04-04 20:58:35,2021-04-04 20:58:30
82397,90328,2021-04-04,2021-04-04,832,IC 8,1.0,9.0,ZUE,BN,20:02:25,20:02:30,2021-04-04 20:58:35,2021-04-04 20:58:30
83560,91505,2021-04-05,2021-04-05,832,IC 8,1.0,9.0,ZUE,BN,20:02:40,20:02:30,2021-04-05 20:58:10,2021-04-05 20:58:30
83561,91506,2021-04-05,2021-04-05,832,IC 8,1.0,9.0,ZUE,BN,20:02:40,20:02:30,2021-04-05 20:58:10,2021-04-05 20:58:30
83562,91507,2021-04-05,2021-04-05,832,IC 8,1.0,9.0,WF,BN,19:06:16,19:06:36,2021-04-05 20:58:10,2021-04-05 20:58:30
85023,93012,2021-04-09,2021-04-09,832,IC 8,1.0,9.0,ZUE,BN,20:03:04,20:02:30,2021-04-09 20:58:24,2021-04-09 20:58:30
86440,94513,2021-04-11,2021-04-11,832,IC 8,1.0,9.0,RH,ZUE,18:48:51,18:48:30,2021-04-11 19:55:31,2021-04-11 19:55:00
86441,94514,2021-04-11,2021-04-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:38,20:02:30,2021-04-11 20:59:20,2021-04-11 20:58:30
86442,94515,2021-04-11,2021-04-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:38,20:02:30,2021-04-11 20:59:20,2021-04-11 20:58:30
86443,94516,2021-04-11,2021-04-11,832,IC 8,1.0,9.0,WF,ZUE,19:07:01,19:06:36,2021-04-11 19:55:31,2021-04-11 19:55:00
86444,94517,2021-04-11,2021-04-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:38,20:02:30,2021-04-11 20:59:20,2021-04-11 20:58:30
86445,94518,2021-04-11,2021-04-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:38,20:02:30,2021-04-11 20:59:20,2021-04-11 20:58:30
86446,94519,2021-04-11,2021-04-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:38,20:02:30,2021-04-11 20:59:20,2021-04-11 20:58:30
87729,95939,2021-04-16,2021-04-16,832,IC 8,2.0,9.0,ZUE,BN,20:02:20,20:02:30,2021-04-16 21:03:35,2021-04-16 20:58:30
87730,95940,2021-04-16,2021-04-16,832,IC 8,1.0,9.0,ZUE,BN,20:02:20,20:02:30,2021-04-16 21:03:35,2021-04-16 20:58:30
89316,97653,2021-04-18,2021-04-18,832,IC 8,1.0,9.0,AW,BN,18:55:04,18:55:00,2021-04-18 20:59:41,2021-04-18 20:58:30
89317,97654,2021-04-18,2021-04-18,832,IC 8,1.0,9.0,RH,W,18:48:42,18:48:30,2021-04-18 19:28:59,2021-04-18 19:29:06
89318,97655,2021-04-18,2021-04-18,832,IC 8,1.0,9.0,RH,WF,18:48:42,18:48:30,2021-04-18 19:04:25,2021-04-18 19:04:54
89319,97656,2021-04-18,2021-04-18,832,IC 8,1.0,9.0,ZUE,BN,20:02:42,20:02:30,2021-04-18 20:59:41,2021-04-18 20:58:30
90909,99403,2021-04-21,2021-04-23,832,IC 8,1.0,9.0,ZUE,BN,20:02:50,20:02:30,2021-04-23 20:57:47,2021-04-23 20:58:30
90910,99404,2021-04-23,2021-04-23,832,IC 8,1.0,9.0,WF,BN,19:08:07,19:06:36,2021-04-23 20:57:47,2021-04-23 20:58:30
90911,99405,2021-04-23,2021-04-23,832,IC 8,1.0,9.0,WF,BN,19:08:07,19:06:36,2021-04-23 20:57:47,2021-04-23 20:58:30
90912,99406,2021-04-23,2021-04-23,832,IC 8,1.0,9.0,WF,BN,19:08:07,19:06:36,2021-04-23 20:57:47,2021-04-23 20:58:30
90913,99407,2021-04-23,2021-04-23,832,IC 8,1.0,9.0,WF,BN,19:08:07,19:06:36,2021-04-23 20:57:47,2021-04-23 20:58:30
90914,99408,2021-04-23,2021-04-23,832,IC 8,3.0,9.0,RH,BN,18:50:40,18:48:30,2021-04-23 20:57:47,2021-04-23 20:58:30
90915,99409,2021-04-23,2021-04-23,832,IC 8,1.0,9.0,ZUE,BN,20:02:50,20:02:30,2021-04-23 20:57:47,2021-04-23 20:58:30
90916,99410,2021-04-23,2021-04-23,832,IC 8,1.0,9.0,RH,ZUE,18:50:40,18:48:30,2021-04-23 19:54:41,2021-04-23 19:55:00
90917,99411,2021-04-23,2021-04-23,832,IC 8,1.0,9.0,RH,ZUE,18:50:40,18:48:30,2021-04-23 19:54:41,2021-04-23 19:55:00
92029,100660,2021-04-24,2021-04-24,832,IC 8,1.0,9.0,RH,W,18:48:52,18:48:30,2021-04-24 19:29:38,2021-04-24 19:29:06
92030,100661,2021-04-24,2021-04-24,832,IC 8,1.0,9.0,RH,ZUE,18:48:52,18:48:30,2021-04-24 19:54:59,2021-04-24 19:55:00
92031,100662,2021-04-24,2021-04-24,832,IC 8,1.0,9.0,RH,ZUE,18:48:52,18:48:30,2021-04-24 19:54:59,2021-04-24 19:55:00
92032,100663,2021-04-24,2021-04-24,832,IC 8,1.0,9.0,RH,W,18:48:52,18:48:30,2021-04-24 19:29:38,2021-04-24 19:29:06
92033,100664,2021-04-24,2021-04-24,832,IC 8,1.0,9.0,RH,W,18:48:52,18:48:30,2021-04-24 19:29:38,2021-04-24 19:29:06
92034,100665,2021-04-24,2021-04-24,832,IC 8,1.0,9.0,AW,ZUE,18:55:00,18:55:00,2021-04-24 19:54:59,2021-04-24 19:55:00
92035,100666,2021-04-24,2021-04-24,832,IC 8,1.0,9.0,FF,BN,19:19:03,19:18:54,2021-04-24 20:58:11,2021-04-24 20:58:30
93299,102082,2021-04-25,2021-04-25,832,IC 8,1.0,9.0,AW,ZUE,18:56:10,18:55:00,2021-04-25 19:54:18,2021-04-25 19:55:00
93300,102083,2021-04-25,2021-04-25,832,IC 8,1.0,9.0,AW,ZUE,18:56:10,18:55:00,2021-04-25 19:54:18,2021-04-25 19:55:00
93301,102084,2021-04-25,2021-04-25,832,IC 8,4.0,9.0,RH,W,18:48:40,18:48:30,2021-04-25 19:28:55,2021-04-25 19:29:06
93302,102085,2021-04-25,2021-04-25,832,IC 8,2.0,9.0,RH,ZUE,18:48:40,18:48:30,2021-04-25 19:54:18,2021-04-25 19:55:00
93303,102086,2021-04-25,2021-04-25,832,IC 8,1.0,9.0,AW,ZUE,18:56:10,18:55:00,2021-04-25 19:54:18,2021-04-25 19:55:00
94791,103759,2021-04-30,2021-04-30,832,IC 8,1.0,9.0,W,ZUE,19:31:27,19:31:30,2021-04-30 19:53:58,2021-04-30 19:55:00
95805,104835,2021-05-02,2021-05-02,832,IC 8,1.0,9.0,ZUE,BN,20:03:09,20:02:30,2021-05-02 20:59:31,2021-05-02 20:58:30
95806,104836,2021-05-02,2021-05-02,832,IC 8,1.0,9.0,WF,ZUE,19:06:14,19:06:36,2021-05-02 19:54:00,2021-05-02 19:55:00
95807,104837,2021-05-02,2021-05-02,832,IC 8,1.0,9.0,ZUE,BN,20:03:09,20:02:30,2021-05-02 20:59:31,2021-05-02 20:58:30
95808,104838,2021-05-02,2021-05-02,832,IC 8,1.0,9.0,ZUE,BN,20:03:09,20:02:30,2021-05-02 20:59:31,2021-05-02 20:58:30
95809,104839,2021-05-02,2021-05-02,832,IC 8,1.0,9.0,ZUE,BN,20:03:09,20:02:30,2021-05-02 20:59:31,2021-05-02 20:58:30
97208,106281,2021-05-05,2021-05-07,832,IC 8,1.0,9.0,ZUE,BN,20:02:37,20:02:30,2021-05-07 21:04:02,2021-05-07 20:58:30
97209,106282,2021-05-07,2021-05-07,832,IC 8,1.0,9.0,WF,W,19:06:23,19:06:36,2021-05-07 19:28:53,2021-05-07 19:29:06
98317,107413,2021-05-07,2021-05-08,832,IC 8,2.0,9.0,ZUE,BN,20:02:19,20:02:30,2021-05-08 20:58:09,2021-05-08 20:58:30
98318,107414,2021-05-08,2021-05-08,832,IC 8,1.0,9.0,ZUE,BN,20:02:19,20:02:30,2021-05-08 20:58:09,2021-05-08 20:58:30
98319,107415,2021-05-08,2021-05-08,832,IC 8,1.0,9.0,RH,W,18:48:49,18:48:30,2021-05-08 19:28:49,2021-05-08 19:29:06
98320,107416,2021-05-08,2021-05-08,832,IC 8,1.0,9.0,RH,ZUE,18:48:49,18:48:30,2021-05-08 19:54:11,2021-05-08 19:55:00
98321,107417,2021-05-08,2021-05-08,832,IC 8,1.0,9.0,RH,ZUE,18:48:49,18:48:30,2021-05-08 19:54:11,2021-05-08 19:55:00
99728,108884,2021-05-08,2021-05-09,832,IC 8,1.0,9.0,WF,BN,19:06:44,19:06:36,2021-05-09 20:58:32,2021-05-09 20:58:30
99729,108885,2021-05-09,2021-05-09,832,IC 8,1.0,9.0,AW,ZUE,18:55:45,18:55:00,2021-05-09 19:54:01,2021-05-09 19:55:00
99730,108886,2021-05-09,2021-05-09,832,IC 8,1.0,9.0,WF,ZUE,19:06:44,19:06:36,2021-05-09 19:54:01,2021-05-09 19:55:00
99731,108887,2021-05-09,2021-05-09,832,IC 8,1.0,9.0,RH,ZFH,18:48:48,18:48:30,2021-05-09 19:43:57,2021-05-09 19:43:48
99732,108888,2021-05-09,2021-05-09,832,IC 8,2.0,9.0,AW,W,18:55:45,18:55:00,2021-05-09 19:29:42,2021-05-09 19:29:06
99733,108889,2021-05-09,2021-05-09,832,IC 8,1.0,9.0,RH,W,18:48:48,18:48:30,2021-05-09 19:29:42,2021-05-09 19:29:06
99734,108890,2021-05-09,2021-05-09,832,IC 8,1.0,9.0,ZUE,BN,20:02:27,20:02:30,2021-05-09 20:58:32,2021-05-09 20:58:30
99735,108891,2021-05-09,2021-05-09,832,IC 8,1.0,9.0,RH,ZUE,18:48:48,18:48:30,2021-05-09 19:54:01,2021-05-09 19:55:00
99736,108892,2021-05-09,2021-05-09,832,IC 8,1.0,9.0,ZUE,BN,20:02:27,20:02:30,2021-05-09 20:58:32,2021-05-09 20:58:30
99737,108893,2021-05-09,2021-05-09,832,IC 8,1.0,9.0,ZUE,BN,20:02:27,20:02:30,2021-05-09 20:58:32,2021-05-09 20:58:30
106016,116701,2021-05-21,2021-05-21,832,IC 8,1.0,9.0,ZUE,BN,20:02:35,20:02:30,2021-05-21 20:59:44,2021-05-21 20:58:30
107170,117882,2021-05-21,2021-05-22,832,IC 8,1.0,9.0,ZUE,BN,20:02:30,20:02:30,2021-05-22 20:58:08,2021-05-22 20:58:30
107171,117883,2021-05-22,2021-05-22,832,IC 8,1.0,9.0,ZUE,BN,20:02:30,20:02:30,2021-05-22 20:58:08,2021-05-22 20:58:30
107172,117884,2021-05-22,2021-05-22,832,IC 8,1.0,9.0,W,ZUE,19:31:41,19:31:30,2021-05-22 19:54:24,2021-05-22 19:55:00
107173,117885,2021-05-22,2021-05-22,832,IC 8,1.0,9.0,ZUE,BN,20:02:30,20:02:30,2021-05-22 20:58:08,2021-05-22 20:58:30
108599,119328,2021-05-22,2021-05-23,832,IC 8,1.0,9.0,RH,BN,18:48:51,18:48:30,2021-05-23 20:59:31,2021-05-23 20:58:30
108600,119329,2021-05-22,2021-05-23,832,IC 8,1.0,9.0,ZUE,BN,20:02:45,20:02:30,2021-05-23 20:59:31,2021-05-23 20:58:30
108601,119330,2021-05-23,2021-05-23,832,IC 8,1.0,9.0,ZUE,BN,20:02:45,20:02:30,2021-05-23 20:59:31,2021-05-23 20:58:30
108602,119331,2021-05-23,2021-05-23,832,IC 8,1.0,9.0,RH,BN,18:48:51,18:48:30,2021-05-23 20:59:31,2021-05-23 20:58:30
108603,119332,2021-05-23,2021-05-23,832,IC 8,1.0,9.0,RH,BN,18:48:51,18:48:30,2021-05-23 20:59:31,2021-05-23 20:58:30
108604,119333,2021-05-23,2021-05-23,832,IC 8,1.0,9.0,ZUE,BN,20:02:45,20:02:30,2021-05-23 20:59:31,2021-05-23 20:58:30
110266,121038,2021-05-24,2021-05-24,832,IC 8,1.0,9.0,ZUE,BN,20:03:03,20:02:30,2021-05-24 20:58:32,2021-05-24 20:58:30
110267,121039,2021-05-24,2021-05-24,832,IC 8,1.0,9.0,ZUE,BN,20:03:03,20:02:30,2021-05-24 20:58:32,2021-05-24 20:58:30
112212,123049,2021-05-28,2021-05-28,832,IC 8,1.0,9.0,ZUE,BN,20:02:46,20:02:30,2021-05-28 21:00:37,2021-05-28 20:58:30
112213,123050,2021-05-28,2021-05-28,832,IC 8,1.0,9.0,ZUE,BN,20:02:46,20:02:30,2021-05-28 21:00:37,2021-05-28 20:58:30
113582,124451,2021-05-25,2021-05-29,832,IC 8,2.0,11.0,RH,BN,18:49:02,18:48:30,2021-05-29 20:59:56,2021-05-29 20:58:30
113583,124452,2021-05-29,2021-05-29,832,IC 8,1.0,11.0,ZUE,BN,20:02:37,20:02:30,2021-05-29 20:59:56,2021-05-29 20:58:30
113584,124453,2021-05-29,2021-05-29,832,IC 8,1.0,11.0,ZUE,BN,20:02:37,20:02:30,2021-05-29 20:59:56,2021-05-29 20:58:30
113585,124454,2021-05-29,2021-05-29,832,IC 8,1.0,11.0,ZUE,BN,20:02:37,20:02:30,2021-05-29 20:59:56,2021-05-29 20:58:30
113586,124455,2021-05-29,2021-05-29,832,IC 8,1.0,11.0,ZUE,BN,20:02:37,20:02:30,2021-05-29 20:59:56,2021-05-29 20:58:30
113587,124456,2021-05-29,2021-05-29,832,IC 8,1.0,11.0,ZUE,BN,20:02:37,20:02:30,2021-05-29 20:59:56,2021-05-29 20:58:30
115256,126144,2021-05-22,2021-05-30,832,IC 8,1.0,9.0,ZUE,BN,20:02:33,20:02:30,2021-05-30 21:01:46,2021-05-30 20:58:30
115257,126145,2021-05-30,2021-05-30,832,IC 8,1.0,9.0,ZUE,BN,20:02:33,20:02:30,2021-05-30 21:01:46,2021-05-30 20:58:30
117852,128797,2021-06-04,2021-06-04,832,IC 8,1.0,9.0,RH,FF,18:48:57,18:48:30,2021-06-04 19:17:00,2021-06-04 19:17:00
117853,128798,2021-06-04,2021-06-04,832,IC 8,1.0,9.0,ZUE,BN,20:02:32,20:02:30,2021-06-04 20:59:58,2021-06-04 20:58:30
117854,128799,2021-06-04,2021-06-04,832,IC 8,1.0,9.0,ZUE,BN,20:02:32,20:02:30,2021-06-04 20:59:58,2021-06-04 20:58:30
121727,133587,2021-06-11,2021-06-11,832,IC 8,1.0,9.0,RH,BN,18:48:40,18:48:30,2021-06-11 21:00:04,2021-06-11 20:58:30
121728,133588,2021-06-11,2021-06-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:26,20:02:30,2021-06-11 21:00:04,2021-06-11 20:58:30
123237,135128,2021-06-12,2021-06-12,832,IC 8,2.0,9.0,ZUE,BN,20:02:34,20:02:30,2021-06-12 20:58:31,2021-06-12 20:58:30
123238,135129,2021-06-12,2021-06-12,832,IC 8,2.0,9.0,WF,W,19:06:49,19:06:36,2021-06-12 19:29:13,2021-06-12 19:29:06
123239,135130,2021-06-12,2021-06-12,832,IC 8,3.0,9.0,WF,ZFH,19:06:49,19:06:36,2021-06-12 19:44:17,2021-06-12 19:43:48
124952,136960,2021-05-28,2021-06-13,832,IC 8,1.0,9.0,ZUE,BN,20:03:52,20:02:30,2021-06-13 20:58:38,2021-06-13 20:58:30
124953,136961,2021-05-28,2021-06-13,832,IC 8,1.0,9.0,ZUE,BN,20:03:52,20:02:30,2021-06-13 20:58:38,2021-06-13 20:58:30
124954,136962,2021-06-12,2021-06-13,832,IC 8,2.0,9.0,RH,BN,18:48:55,18:48:30,2021-06-13 20:58:38,2021-06-13 20:58:30
124955,136963,2021-06-12,2021-06-13,832,IC 8,1.0,9.0,WF,BN,19:07:22,19:06:36,2021-06-13 20:58:38,2021-06-13 20:58:30
124956,136964,2021-06-13,2021-06-13,832,IC 8,1.0,9.0,RH,ZUE,18:48:55,18:48:30,2021-06-13 19:54:46,2021-06-13 19:55:00
124957,136965,2021-06-13,2021-06-13,832,IC 8,1.0,9.0,RH,ZUE,18:48:55,18:48:30,2021-06-13 19:54:46,2021-06-13 19:55:00
124958,136966,2021-06-13,2021-06-13,832,IC 8,1.0,9.0,ZUE,BN,20:03:52,20:02:30,2021-06-13 20:58:38,2021-06-13 20:58:30
124959,136967,2021-06-13,2021-06-13,832,IC 8,1.0,9.0,ZUE,BN,20:03:52,20:02:30,2021-06-13 20:58:38,2021-06-13 20:58:30
124960,136968,2021-06-13,2021-06-13,832,IC 8,1.0,9.0,ZUE,BN,20:03:52,20:02:30,2021-06-13 20:58:38,2021-06-13 20:58:30
124961,136969,2021-06-13,2021-06-13,832,IC 8,1.0,9.0,ZUE,BN,20:03:52,20:02:30,2021-06-13 20:58:38,2021-06-13 20:58:30
127571,139789,2021-06-18,2021-06-18,832,IC 8,1.0,9.0,ZUE,BN,20:02:41,20:02:30,2021-06-18 21:00:16,2021-06-18 20:58:30
128984,141236,2021-06-19,2021-06-19,832,IC 8,1.0,16.0,FF,W,19:18:59,19:18:54,2021-06-19 19:28:52,2021-06-19 19:29:06
128985,141237,2021-06-19,2021-06-19,832,IC 8,1.0,16.0,FF,W,19:18:59,19:18:54,2021-06-19 19:28:52,2021-06-19 19:29:06
130446,142880,2021-06-20,2021-06-20,832,IC 8,1.0,9.0,FF,BN,19:18:35,19:18:54,2021-06-20 21:07:17,2021-06-20 20:58:30
130447,142881,2021-06-20,2021-06-20,832,IC 8,1.0,9.0,RH,FF,18:48:45,18:48:30,2021-06-20 19:16:51,2021-06-20 19:17:00
130448,142882,2021-06-20,2021-06-20,832,IC 8,1.0,9.0,ZUE,BN,20:03:04,20:02:30,2021-06-20 21:07:17,2021-06-20 20:58:30
130449,142883,2021-06-20,2021-06-20,832,IC 8,2.0,9.0,RH,W,18:48:45,18:48:30,2021-06-20 19:29:19,2021-06-20 19:29:06
130450,142884,2021-06-20,2021-06-20,832,IC 8,1.0,9.0,RH,ZUE,18:48:45,18:48:30,2021-06-20 19:54:22,2021-06-20 19:55:00
130451,142885,2021-06-20,2021-06-20,832,IC 8,1.0,9.0,RH,BN,18:48:45,18:48:30,2021-06-20 21:07:17,2021-06-20 20:58:30
130452,142886,2021-06-20,2021-06-20,832,IC 8,1.0,9.0,RH,W,18:48:45,18:48:30,2021-06-20 19:29:19,2021-06-20 19:29:06
132541,145109,2021-06-25,2021-06-25,832,IC 8,1.0,9.0,ZUE,BN,20:02:25,20:02:30,2021-06-25 21:05:04,2021-06-25 20:58:30
132542,145110,2021-06-25,2021-06-25,832,IC 8,1.0,9.0,ZUE,BN,20:02:25,20:02:30,2021-06-25 21:05:04,2021-06-25 20:58:30
132543,145111,2021-06-25,2021-06-25,832,IC 8,1.0,9.0,ZUE,BN,20:02:25,20:02:30,2021-06-25 21:05:04,2021-06-25 20:58:30
132544,145112,2021-06-25,2021-06-25,832,IC 8,1.0,9.0,ZUE,BN,20:02:25,20:02:30,2021-06-25 21:05:04,2021-06-25 20:58:30
132545,145113,2021-06-25,2021-06-25,832,IC 8,1.0,9.0,ZUE,BN,20:02:25,20:02:30,2021-06-25 21:05:04,2021-06-25 20:58:30
133887,146487,2021-06-26,2021-06-26,832,IC 8,1.0,9.0,ZUE,BN,20:02:46,20:02:30,2021-06-26 20:58:36,2021-06-26 20:58:30
135396,148050,2021-06-25,2021-06-27,832,IC 8,1.0,9.0,WF,BN,19:07:19,19:06:36,2021-06-27 20:57:31,2021-06-27 20:58:30
135397,148051,2021-06-26,2021-06-27,832,IC 8,1.0,9.0,ZUE,BN,20:02:31,20:02:30,2021-06-27 20:57:31,2021-06-27 20:58:30
135398,148052,2021-06-27,2021-06-27,832,IC 8,1.0,9.0,ZUE,BN,20:02:31,20:02:30,2021-06-27 20:57:31,2021-06-27 20:58:30
135399,148053,2021-06-27,2021-06-27,832,IC 8,1.0,9.0,ZUE,BN,20:02:31,20:02:30,2021-06-27 20:57:31,2021-06-27 20:58:30
137780,150545,2021-07-02,2021-07-02,832,IC 8,1.0,9.0,ZUE,BN,20:02:33,20:02:30,2021-07-02 20:57:58,2021-07-02 20:58:30
137781,150546,2021-07-02,2021-07-02,832,IC 8,1.0,9.0,ZUE,BN,20:02:33,20:02:30,2021-07-02 20:57:58,2021-07-02 20:58:30
137782,150547,2021-07-02,2021-07-02,832,IC 8,1.0,9.0,ZUE,BN,20:02:33,20:02:30,2021-07-02 20:57:58,2021-07-02 20:58:30
137783,150548,2021-07-02,2021-07-02,832,IC 8,1.0,9.0,ZUE,BN,20:02:33,20:02:30,2021-07-02 20:57:58,2021-07-02 20:58:30
139253,152060,2021-07-03,2021-07-03,832,IC 8,1.0,9.0,RH,FF,18:50:48,18:48:30,2021-07-03 19:18:20,2021-07-03 19:17:00
140636,153470,2021-07-03,2021-07-04,832,IC 8,2.0,9.0,ZUE,BN,20:02:55,20:02:30,2021-07-04 20:58:37,2021-07-04 20:58:30
140637,153471,2021-07-04,2021-07-04,832,IC 8,1.0,9.0,ZUE,BN,20:02:55,20:02:30,2021-07-04 20:58:37,2021-07-04 20:58:30
140638,153472,2021-07-04,2021-07-04,832,IC 8,1.0,9.0,ZUE,BN,20:02:55,20:02:30,2021-07-04 20:58:37,2021-07-04 20:58:30
140639,153473,2021-07-04,2021-07-04,832,IC 8,1.0,9.0,RH,FF,18:48:56,18:48:30,2021-07-04 19:17:31,2021-07-04 19:17:00
140640,153474,2021-07-04,2021-07-04,832,IC 8,2.0,9.0,ZUE,BN,20:02:55,20:02:30,2021-07-04 20:58:37,2021-07-04 20:58:30
140641,153475,2021-07-04,2021-07-04,832,IC 8,1.0,9.0,ZUE,BN,20:02:55,20:02:30,2021-07-04 20:58:37,2021-07-04 20:58:30
143011,155889,2021-07-08,2021-07-09,832,IC 8,1.0,9.0,ZUE,BN,20:02:47,20:02:30,2021-07-09 20:59:56,2021-07-09 20:58:30
143012,155890,2021-07-09,2021-07-09,832,IC 8,1.0,9.0,ZUE,BN,20:02:47,20:02:30,2021-07-09 20:59:56,2021-07-09 20:58:30
143013,155891,2021-07-09,2021-07-09,832,IC 8,1.0,9.0,ZUE,BN,20:02:47,20:02:30,2021-07-09 20:59:56,2021-07-09 20:58:30
143014,155892,2021-07-09,2021-07-09,832,IC 8,1.0,9.0,RH,BN,18:48:44,18:48:30,2021-07-09 20:59:56,2021-07-09 20:58:30
143015,155893,2021-07-09,2021-07-09,832,IC 8,1.0,9.0,RH,BN,18:48:44,18:48:30,2021-07-09 20:59:56,2021-07-09 20:58:30
143016,155894,2021-07-09,2021-07-09,832,IC 8,1.0,9.0,RH,BN,18:48:44,18:48:30,2021-07-09 20:59:56,2021-07-09 20:58:30
143017,155895,2021-07-09,2021-07-09,832,IC 8,1.0,9.0,WF,ZFH,19:06:26,19:06:36,2021-07-09 19:43:22,2021-07-09 19:43:48
143018,155896,2021-07-09,2021-07-09,832,IC 8,1.0,9.0,ZUE,BN,20:02:47,20:02:30,2021-07-09 20:59:56,2021-07-09 20:58:30
143019,155897,2021-07-09,2021-07-09,832,IC 8,1.0,9.0,W,BN,19:31:27,19:31:30,2021-07-09 20:59:56,2021-07-09 20:58:30
144548,157497,2021-07-10,2021-07-10,832,IC 8,1.0,9.0,RH,BN,18:48:55,18:48:30,2021-07-10 20:56:25,2021-07-10 20:58:30
144549,157498,2021-07-10,2021-07-10,832,IC 8,2.0,9.0,RH,ZUE,18:48:55,18:48:30,2021-07-10 19:53:43,2021-07-10 19:55:00
144550,157499,2021-07-10,2021-07-10,832,IC 8,1.0,9.0,AW,W,18:55:02,18:55:00,2021-07-10 19:29:17,2021-07-10 19:29:06
144551,157500,2021-07-10,2021-07-10,832,IC 8,1.0,9.0,WF,W,19:06:21,19:06:36,2021-07-10 19:29:17,2021-07-10 19:29:06
144552,157501,2021-07-10,2021-07-10,832,IC 8,1.0,9.0,WF,W,19:06:21,19:06:36,2021-07-10 19:29:17,2021-07-10 19:29:06
144553,157502,2021-07-10,2021-07-10,832,IC 8,1.0,9.0,WF,FF,19:06:21,19:06:36,2021-07-10 19:16:47,2021-07-10 19:17:00
146356,159395,2021-05-16,2021-07-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:23,20:02:30,2021-07-11 21:00:28,2021-07-11 20:58:30
146357,159396,2021-05-16,2021-07-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:23,20:02:30,2021-07-11 21:00:28,2021-07-11 20:58:30
146358,159397,2021-07-11,2021-07-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:23,20:02:30,2021-07-11 21:00:28,2021-07-11 20:58:30
146359,159398,2021-07-11,2021-07-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:23,20:02:30,2021-07-11 21:00:28,2021-07-11 20:58:30
146360,159399,2021-07-11,2021-07-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:23,20:02:30,2021-07-11 21:00:28,2021-07-11 20:58:30
146361,159400,2021-07-11,2021-07-11,832,IC 8,1.0,9.0,ZUE,BN,20:02:23,20:02:30,2021-07-11 21:00:28,2021-07-11 20:58:30
149200,162308,2021-07-16,2021-07-16,832,IC 8,1.0,9.0,FF,ZUE,19:19:41,19:18:54,2021-07-16 19:54:25,2021-07-16 19:55:00
