,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-08-28,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-29,3,3,3,3,4,5,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,56,56,56,-1,9
2021-09-03,0,3,3,3,6,7,2,2,2,2,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,11
2021-09-04,1,2,2,2,2,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-09-05,0,2,2,2,0,6,5,5,4,5,2,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,9
2021-09-10,2,8,8,8,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11
2021-09-17,2,4,4,4,6,4,4,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
2021-09-18,0,0,0,0,1,0,3,2,2,2,1,1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,9
2021-09-19,0,0,0,0,0,2,1,2,2,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-09-24,3,10,10,8,8,6,5,5,6,1,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,-1,-1,11
2021-09-25,0,2,2,2,3,4,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-09-26,2,3,3,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-10-01,5,8,8,9,11,5,5,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
2021-10-02,2,2,2,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,4,4,4,4,4,4,-1,9
2021-10-08,1,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,11
2021-10-09,1,2,2,3,2,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,9
2021-10-10,1,2,2,3,4,7,6,5,6,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-10-15,8,11,11,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13
2021-10-16,1,1,1,1,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-10-17,0,0,0,0,1,3,3,3,5,5,5,5,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,9
2021-10-22,1,3,3,3,3,6,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,11
2021-10-23,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,9
2021-10-24,0,1,1,2,2,4,0,0,3,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,9
2021-10-29,1,1,1,3,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,11
