,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-09-24,0,0,0,0,0,3,2,2,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-09-25,0,3,3,5,4,6,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-01,1,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17
2021-10-02,5,9,9,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-03,3,4,4,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-08,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,2,2,-1,-1,-1,-1,-1,-1,-1,17
2021-10-09,1,9,9,9,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-10-10,6,8,8,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-16,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9
2021-10-17,1,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-22,0,0,0,0,0,0,2,2,2,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,15
2021-10-23,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9
2021-10-24,3,7,7,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-29,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,15
