,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-05-09,1,4,4,4,6,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-05-21,0,3,3,3,2,5,5,6,6,6,4,4,0,-1,0,0,0,0,0,0,0,0,0,3,3,-1,11
2021-05-22,0,2,2,3,5,2,4,4,4,6,5,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-05-23,0,0,0,0,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,0,0,1,1,1,1,-1,-1,-1,9
2021-05-24,4,11,11,11,10,10,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,13
2021-05-28,0,2,2,0,2,5,2,2,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,9
2021-05-29,0,4,4,5,7,9,2,1,1,0,0,0,0,-1,0,0,0,0,0,1,2,0,-1,-1,-1,-1,11
2021-05-30,3,6,6,6,9,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,-1,9
2021-06-04,1,3,3,3,6,4,4,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,11
2021-06-05,3,5,5,5,3,1,1,1,1,1,1,1,0,2,0,0,0,2,2,2,2,2,2,2,2,-1,9
2021-06-11,0,3,3,5,3,2,3,3,3,3,2,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,11
2021-06-12,2,3,3,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,9
2021-06-13,1,6,6,7,7,6,6,6,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-06-18,2,2,2,2,3,6,6,6,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
2021-06-19,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9
2021-06-20,1,5,5,5,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-06-25,0,2,2,4,4,7,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,11
2021-06-26,1,6,6,4,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-06-27,5,9,9,9,9,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-07-02,2,5,5,4,7,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,11
2021-07-03,4,8,8,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,18
2021-07-04,4,11,11,11,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13
2021-07-09,3,4,4,6,8,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,11
2021-07-10,1,4,4,4,5,4,1,1,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,9
2021-07-11,3,8,8,8,8,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-07-16,0,0,0,1,1,2,4,4,3,3,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,11
2021-07-17,3,3,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-07-18,5,10,10,11,11,9,5,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,13
2021-07-23,2,3,3,6,4,6,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,11
2021-07-24,6,9,9,9,9,9,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-07-25,6,9,9,9,9,10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,13
2021-07-30,1,8,8,10,10,11,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,11
2021-07-31,2,5,5,5,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2
2021-08-01,4,7,7,9,11,5,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,33,33,33,33,-1,13
2021-08-06,2,3,3,3,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,11
2021-08-07,2,8,8,8,8,6,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,9
2021-08-08,5,15,15,14,15,11,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,13
2021-08-13,3,6,6,5,6,8,4,4,2,2,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,-1,11
2021-08-14,1,8,8,8,8,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-08-15,4,9,9,9,10,12,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-08-20,3,10,10,9,10,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,15
2021-08-21,4,6,6,7,7,5,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,9
2021-08-22,0,10,10,10,13,11,3,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,15
2021-08-27,4,5,5,6,5,3,1,1,1,1,1,1,0,0,0,0,0,0,0,3,3,3,3,3,3,-1,11
2021-08-28,3,5,5,5,7,8,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,9
2021-08-29,5,12,12,12,12,11,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,13
2021-09-03,2,6,6,6,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,13
2021-09-04,2,5,5,5,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-09-05,0,3,3,6,7,4,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17
2021-09-10,1,3,3,3,3,5,2,2,4,4,2,2,0,3,0,0,0,0,0,1,1,0,0,1,1,-1,13
2021-09-17,2,5,5,5,8,5,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,11
2021-09-18,1,5,5,5,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,15
2021-09-19,2,15,15,15,15,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,15
2021-09-24,0,6,6,6,6,4,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,11
2021-09-25,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-09-26,2,13,13,13,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,15
2021-10-01,1,3,3,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,11
2021-10-02,1,3,3,3,7,4,0,0,2,2,2,2,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,9
2021-10-03,2,9,9,8,7,5,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,15
2021-10-08,2,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,11
2021-10-09,3,4,4,4,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-10-10,5,8,8,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,15
2021-10-15,2,3,3,4,4,7,4,4,4,4,4,4,0,9,1,1,0,0,0,0,0,0,0,0,0,-1,11
2021-10-16,4,8,8,8,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9
2021-10-17,2,12,12,12,11,8,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,15
2021-10-22,1,2,2,1,1,3,3,3,1,1,0,0,0,7,0,0,7,7,0,0,0,0,0,-1,-1,-1,11
2021-10-23,3,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-24,0,5,5,5,4,2,1,1,2,2,1,1,0,-1,0,0,0,0,0,10,10,0,0,10,10,-1,15
2021-10-29,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,11
