,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
1733,1755,2019-04-20,2019-04-20,525,IC 5,2.0,6.0,SO,ZUE,15:01:17,15:01:54,2019-04-20 15:54:56,2019-04-20 15:56:00
1983,2006,2019-04-21,2019-04-21,525,IC 5,1.0,6.0,NE,ZUE,14:26:38,14:26:48,2019-04-21 15:55:27,2019-04-21 15:56:00
1984,2007,2019-04-21,2019-04-21,525,IC 5,1.0,6.0,GE,ZUE,13:15:30,13:15:18,2019-04-21 15:55:27,2019-04-21 15:56:00
1985,2008,2019-04-21,2019-04-21,525,IC 5,1.0,6.0,SO,ZUE,15:01:08,15:01:54,2019-04-21 15:55:27,2019-04-21 15:56:00
1986,2009,2019-04-21,2019-04-21,525,IC 5,1.0,6.0,YV,NE,14:06:10,14:07:00,2019-04-21 14:23:51,2019-04-21 14:24:36
1987,2010,2019-04-21,2019-04-21,525,IC 5,2.0,6.0,YV,ZUE,14:06:10,14:07:00,2019-04-21 15:55:27,2019-04-21 15:56:00
2264,2287,2019-04-22,2019-04-22,525,IC 5,1.0,6.0,GE,AA,13:15:32,13:15:18,2019-04-22 15:28:28,2019-04-22 15:30:00
2265,2288,2019-04-22,2019-04-22,525,IC 5,1.0,6.0,MOR,AA,13:42:21,13:42:54,2019-04-22 15:28:28,2019-04-22 15:30:00
2266,2289,2019-04-22,2019-04-22,525,IC 5,1.0,6.0,NE,SO,14:27:34,14:26:48,2019-04-22 14:59:48,2019-04-22 14:59:36
2267,2290,2019-04-22,2019-04-22,525,IC 5,1.0,6.0,SO,ZUE,15:01:54,15:01:54,2019-04-22 15:57:41,2019-04-22 15:56:00
2268,2291,2019-04-21,2019-04-22,525,IC 5,2.0,6.0,YV,OL,14:07:50,14:07:00,2019-04-22 15:17:32,2019-04-22 15:18:00
2269,2292,2019-04-21,2019-04-22,525,IC 5,1.0,6.0,YV,OL,14:07:50,14:07:00,2019-04-22 15:17:32,2019-04-22 15:18:00
2270,2293,2019-04-22,2019-04-22,525,IC 5,1.0,6.0,OL,ZUE,15:20:30,15:20:18,2019-04-22 15:57:41,2019-04-22 15:56:00
2616,2639,2019-04-23,2019-04-23,525,IC 5,1.0,6.0,NE,OL,14:26:27,14:26:48,2019-04-23 15:16:55,2019-04-23 15:18:00
2742,2765,2019-04-24,2019-04-24,525,IC 5,1.0,6.0,GE,YV,13:17:39,13:15:18,2019-04-24 14:05:06,2019-04-24 14:05:00
2743,2766,2019-04-24,2019-04-24,525,IC 5,2.0,6.0,YV,BI,14:06:47,14:07:00,2019-04-24 14:42:21,2019-04-24 14:43:00
2744,2767,2019-04-22,2019-04-24,525,IC 5,2.0,6.0,BI,ZUE,14:47:18,14:46:18,2019-04-24 15:57:31,2019-04-24 15:56:00
2843,2866,2019-04-24,2019-04-25,525,IC 5,1.0,6.0,GE,BI,13:15:37,13:15:18,2019-04-25 14:47:44,2019-04-25 14:43:00
2949,2972,2019-04-26,2019-04-26,525,IC 5,3.0,6.0,NE,ZUE,14:26:41,14:26:48,2019-04-26 15:56:33,2019-04-26 15:56:00
3088,3111,2019-04-27,2019-04-27,525,IC 5,1.0,6.0,YV,ZUE,14:11:19,14:07:00,2019-04-27 16:06:50,2019-04-27 15:56:00
3089,3112,2019-04-27,2019-04-27,525,IC 5,1.0,6.0,YV,BI,14:11:19,14:07:00,2019-04-27 14:51:16,2019-04-27 14:43:00
3090,3113,2019-04-27,2019-04-27,525,IC 5,1.0,6.0,YV,NE,14:11:19,14:07:00,2019-04-27 14:31:01,2019-04-27 14:24:36
3091,3114,2019-04-27,2019-04-27,525,IC 5,1.0,6.0,BI,AA,14:53:39,14:46:18,2019-04-27 15:37:57,2019-04-27 15:30:00
3092,3115,2019-04-27,2019-04-27,525,IC 5,1.0,6.0,SO,ZUE,15:09:42,15:01:54,2019-04-27 16:06:50,2019-04-27 15:56:00
3367,3390,2019-04-28,2019-04-28,525,IC 5,1.0,6.0,GE,ZUE,13:15:23,13:15:18,2019-04-28 15:57:15,2019-04-28 15:56:00
3368,3391,2019-04-28,2019-04-28,525,IC 5,2.0,6.0,BI,OL,14:46:33,14:46:18,2019-04-28 15:19:26,2019-04-28 15:18:00
3661,3684,2019-04-29,2019-04-29,525,IC 5,2.0,6.0,GE,ZUE,13:15:35,13:15:18,2019-04-29 15:56:43,2019-04-29 15:56:00
3662,3685,2019-04-29,2019-04-29,525,IC 5,2.0,6.0,GE,ZUE,13:15:35,13:15:18,2019-04-29 15:56:43,2019-04-29 15:56:00
3782,3810,2019-04-30,2019-04-30,525,IC 5,1.0,6.0,OL,ZUE,15:20:23,15:20:18,2019-04-30 15:55:55,2019-04-30 15:56:00
3928,3956,2019-04-26,2019-05-01,525,IC 5,1.0,6.0,MOR,SO,13:43:42,13:42:54,2019-05-01 14:59:29,2019-05-01 14:59:36
3929,3957,2019-05-01,2019-05-01,525,IC 5,2.0,6.0,YV,ZUE,14:06:37,14:07:00,2019-05-01 15:56:12,2019-05-01 15:56:00
3930,3958,2019-05-01,2019-05-01,525,IC 5,2.0,6.0,YV,NE,14:06:37,14:07:00,2019-05-01 14:23:24,2019-05-01 14:24:36
4961,4991,2019-05-06,2019-05-06,525,IC 5,1.0,6.0,YV,BI,14:08:02,14:07:00,2019-05-06 14:42:47,2019-05-06 14:43:00
5069,5099,2019-05-06,2019-05-07,525,IC 5,1.0,6.0,GE,BI,13:16:34,13:15:18,2019-05-07 14:43:34,2019-05-07 14:43:00
5157,5187,2019-05-08,2019-05-08,525,IC 5,2.0,6.0,SO,AA,15:02:15,15:01:54,2019-05-08 15:30:47,2019-05-08 15:30:00
5158,5188,2019-05-08,2019-05-08,525,IC 5,2.0,6.0,SO,AA,15:02:15,15:01:54,2019-05-08 15:30:47,2019-05-08 15:30:00
5286,5317,2019-05-10,2019-05-10,525,IC 5,1.0,6.0,GE,ZUE,13:15:53,13:15:18,2019-05-10 15:57:16,2019-05-10 15:56:00
5602,5637,2019-05-12,2019-05-12,525,IC 5,2.0,6.0,SO,OL,15:01:16,15:01:54,2019-05-12 15:18:06,2019-05-12 15:18:00
5603,5638,2019-05-12,2019-05-12,525,IC 5,1.0,6.0,SO,ZUE,15:01:16,15:01:54,2019-05-12 15:55:58,2019-05-12 15:56:00
6099,6136,2019-05-14,2019-05-14,525,IC 5,1.0,6.0,YV,AA,14:06:45,14:07:00,2019-05-14 15:29:32,2019-05-14 15:30:00
6388,6451,2019-05-17,2019-05-17,525,IC 5,2.0,6.0,GE,BI,13:17:13,13:15:18,2019-05-17 14:42:39,2019-05-17 14:43:00
6516,6587,2019-05-18,2019-05-18,525,IC 5,1.0,6.0,BI,AA,14:47:48,14:46:18,2019-05-18 15:30:11,2019-05-18 15:30:00
6634,6739,2019-05-20,2019-05-20,525,IC 5,1.0,6.0,GEAP,ZUE,13:05:29,13:05:54,2019-05-20 15:57:47,2019-05-20 15:56:00
6772,6882,2019-05-22,2019-05-22,525,IC 5,1.0,6.0,BI,SO,14:46:27,14:46:18,2019-05-22 14:59:02,2019-05-22 14:59:36
6849,6980,2019-05-23,2019-05-23,525,IC 5,1.0,6.0,YV,ZUE,14:06:16,14:07:00,2019-05-23 15:55:50,2019-05-23 15:56:00
6850,6981,2019-05-23,2019-05-23,525,IC 5,2.0,6.0,SO,AA,15:01:10,15:01:54,2019-05-23 15:28:37,2019-05-23 15:30:00
6988,7120,2019-05-24,2019-05-24,525,IC 5,1.0,6.0,YV,ZUE,14:06:05,14:07:00,2019-05-24 15:55:43,2019-05-24 15:56:00
6989,7121,2019-05-24,2019-05-24,525,IC 5,1.0,6.0,YV,ZUE,14:06:05,14:07:00,2019-05-24 15:55:43,2019-05-24 15:56:00
6990,7122,2019-05-24,2019-05-24,525,IC 5,1.0,6.0,YV,ZUE,14:06:05,14:07:00,2019-05-24 15:55:43,2019-05-24 15:56:00
7134,7266,2019-05-25,2019-05-25,525,IC 5,1.0,6.0,BI,AA,14:46:29,14:46:18,2019-05-25 15:28:44,2019-05-25 15:30:00
7135,7267,2019-04-23,2019-05-25,525,IC 5,2.0,6.0,GE,BI,13:15:10,13:15:18,2019-05-25 14:42:08,2019-05-25 14:43:00
7227,7368,2019-04-18,2019-05-26,525,IC 5,1.0,6.0,GE,AA,13:16:51,13:15:18,2019-05-26 15:30:53,2019-05-26 15:30:00
7228,7369,2019-05-26,2019-05-26,525,IC 5,1.0,6.0,BI,AA,14:47:38,14:46:18,2019-05-26 15:30:53,2019-05-26 15:30:00
7449,7618,2019-05-28,2019-05-28,525,IC 5,1.0,6.0,GE,ZUE,13:16:59,13:15:18,2019-05-28 16:02:27,2019-05-28 15:56:00
7547,7716,2019-05-25,2019-05-29,525,IC 5,1.0,6.0,GEAP,ZUE,13:05:42,13:05:54,2019-05-29 15:55:53,2019-05-29 15:56:00
7548,7717,2019-05-29,2019-05-29,525,IC 5,1.0,6.0,BI,ZUE,14:46:35,14:46:18,2019-05-29 15:55:53,2019-05-29 15:56:00
7862,8031,2019-05-08,2019-05-30,525,IC 5,2.0,6.0,GE,SO,13:15:52,13:15:18,2019-05-30 15:00:14,2019-05-30 14:59:36
8267,8441,2019-05-31,2019-05-31,525,IC 5,2.0,6.0,BI,ZUE,14:48:24,14:46:18,2019-05-31 15:56:13,2019-05-31 15:56:00
8598,8776,2019-05-12,2019-06-01,525,IC 5,2.0,6.0,GE,BI,13:15:54,13:15:18,2019-06-01 14:44:14,2019-06-01 14:43:00
8599,8777,2019-06-01,2019-06-01,525,IC 5,3.0,6.0,BI,ZUE,14:46:27,14:46:18,2019-06-01 15:56:38,2019-06-01 15:56:00
8600,8778,2019-06-01,2019-06-01,525,IC 5,2.0,6.0,GE,AA,13:15:54,13:15:18,2019-06-01 15:28:37,2019-06-01 15:30:00
8601,8779,2019-06-01,2019-06-01,525,IC 5,1.0,6.0,YV,OL,14:08:13,14:07:00,2019-06-01 15:18:05,2019-06-01 15:18:00
8964,9158,2019-05-30,2019-06-02,525,IC 5,1.0,6.0,GE,ZUE,13:16:31,13:15:18,2019-06-02 15:56:59,2019-06-02 15:56:00
8965,9159,2019-05-30,2019-06-02,525,IC 5,1.0,6.0,GE,ZUE,13:16:31,13:15:18,2019-06-02 15:56:59,2019-06-02 15:56:00
8966,9160,2019-06-01,2019-06-02,525,IC 5,1.0,6.0,YV,ZUE,14:06:52,14:07:00,2019-06-02 15:56:59,2019-06-02 15:56:00
8967,9161,2019-06-01,2019-06-02,525,IC 5,3.0,6.0,YV,ZUE,14:06:52,14:07:00,2019-06-02 15:56:59,2019-06-02 15:56:00
9391,9657,2019-06-03,2019-06-03,525,IC 5,1.0,6.0,MOR,ZUE,13:42:26,13:42:54,2019-06-03 15:55:57,2019-06-03 15:56:00
9392,9658,2019-06-03,2019-06-03,525,IC 5,1.0,6.0,SO,OL,15:01:40,15:01:54,2019-06-03 15:20:06,2019-06-03 15:18:00
9779,10048,2019-06-06,2019-06-06,525,IC 5,1.0,6.0,GE,YV,13:16:48,13:15:18,2019-06-06 14:04:15,2019-06-06 14:05:00
9919,10189,2019-06-07,2019-06-07,525,IC 5,2.0,6.0,SO,ZUE,15:02:48,15:01:54,2019-06-07 15:56:52,2019-06-07 15:56:00
10209,10486,2019-06-05,2019-06-08,525,IC 5,1.0,6.0,GE,ZUE,13:15:34,13:15:18,2019-06-08 15:57:43,2019-06-08 15:56:00
10210,10487,2019-06-07,2019-06-08,525,IC 5,1.0,6.0,BI,ZUE,14:46:34,14:46:18,2019-06-08 15:57:43,2019-06-08 15:56:00
10211,10488,2019-06-07,2019-06-08,525,IC 5,1.0,6.0,BI,ZUE,14:46:34,14:46:18,2019-06-08 15:57:43,2019-06-08 15:56:00
10521,10802,2019-06-09,2019-06-09,525,IC 5,1.0,6.0,NE,OL,14:26:49,14:26:48,2019-06-09 15:16:50,2019-06-09 15:18:00
10522,10803,2019-06-09,2019-06-09,525,IC 5,1.0,6.0,YV,ZUE,14:06:47,14:07:00,2019-06-09 15:55:51,2019-06-09 15:56:00
10523,10804,2019-06-09,2019-06-09,525,IC 5,1.0,6.0,YV,ZUE,14:06:47,14:07:00,2019-06-09 15:55:51,2019-06-09 15:56:00
10524,10805,2019-06-09,2019-06-09,525,IC 5,2.0,6.0,NE,ZUE,14:26:49,14:26:48,2019-06-09 15:55:51,2019-06-09 15:56:00
10525,10806,2019-06-09,2019-06-09,525,IC 5,1.0,6.0,NE,AA,14:26:49,14:26:48,2019-06-09 15:28:33,2019-06-09 15:30:00
10796,11077,2019-06-10,2019-06-10,525,IC 5,2.0,6.0,YV,BI,14:06:20,14:07:00,2019-06-10 14:41:43,2019-06-10 14:43:00
10797,11078,2019-06-10,2019-06-10,525,IC 5,1.0,6.0,SO,OL,15:01:25,15:01:54,2019-06-10 15:17:09,2019-06-10 15:18:00
10798,11079,2019-06-10,2019-06-10,525,IC 5,1.0,6.0,SO,OL,15:01:25,15:01:54,2019-06-10 15:17:09,2019-06-10 15:18:00
11040,11327,2019-06-03,2019-06-11,525,IC 5,2.0,6.0,MOR,NE,13:43:13,13:42:54,2019-06-11 14:24:25,2019-06-11 14:24:36
11217,11505,2019-06-13,2019-06-13,525,IC 5,1.0,6.0,YV,OL,14:06:53,14:07:00,2019-06-13 15:18:20,2019-06-13 15:18:00
11218,11506,2019-06-13,2019-06-13,525,IC 5,1.0,6.0,YV,ZUE,14:06:53,14:07:00,2019-06-13 15:56:35,2019-06-13 15:56:00
11368,11657,2019-06-12,2019-06-14,525,IC 5,2.0,6.0,BI,ZUE,14:48:15,14:46:18,2019-06-14 15:57:07,2019-06-14 15:56:00
11369,11658,2019-06-14,2019-06-14,525,IC 5,1.0,6.0,MOR,ZUE,13:42:38,13:42:54,2019-06-14 15:57:07,2019-06-14 15:56:00
11370,11659,2019-06-14,2019-06-14,525,IC 5,1.0,6.0,SO,AA,15:02:58,15:01:54,2019-06-14 15:29:12,2019-06-14 15:30:00
11596,11885,2019-06-15,2019-06-15,525,IC 5,1.0,6.0,GE,BI,13:16:03,13:15:18,2019-06-15 14:43:45,2019-06-15 14:43:00
11597,11886,2019-06-15,2019-06-15,525,IC 5,1.0,6.0,GE,NE,13:16:03,13:15:18,2019-06-15 14:25:36,2019-06-15 14:24:36
11829,12120,2019-06-05,2019-06-16,525,IC 5,3.0,6.0,GE,ZUE,13:16:35,13:15:18,2019-06-16 15:58:55,2019-06-16 15:56:00
11830,12121,2019-06-14,2019-06-16,525,IC 5,1.0,6.0,MOR,ZUE,13:44:01,13:42:54,2019-06-16 15:58:55,2019-06-16 15:56:00
11831,12122,2019-06-16,2019-06-16,525,IC 5,1.0,6.0,GE,YV,13:16:35,13:15:18,2019-06-16 14:04:45,2019-06-16 14:05:00
11832,12123,2019-06-16,2019-06-16,525,IC 5,1.0,6.0,YV,BI,14:06:11,14:07:00,2019-06-16 14:42:26,2019-06-16 14:43:00
12131,12425,2019-06-15,2019-06-17,525,IC 5,1.0,6.0,GE,NE,13:16:08,13:15:18,2019-06-17 14:23:44,2019-06-17 14:24:36
12132,12426,2019-06-17,2019-06-17,525,IC 5,1.0,6.0,BI,ZUE,14:46:32,14:46:18,2019-06-17 15:57:00,2019-06-17 15:56:00
12133,12427,2019-06-17,2019-06-17,525,IC 5,1.0,6.0,BI,ZUE,14:46:32,14:46:18,2019-06-17 15:57:00,2019-06-17 15:56:00
12134,12428,2019-06-17,2019-06-17,525,IC 5,2.0,6.0,SO,ZUE,15:01:30,15:01:54,2019-06-17 15:57:00,2019-06-17 15:56:00
12523,12835,2019-06-20,2019-06-20,525,IC 5,2.0,6.0,NE,ZUE,14:29:28,14:26:48,2019-06-20 15:57:25,2019-06-20 15:56:00
12706,13027,2019-06-20,2019-06-21,525,IC 5,2.0,6.0,MOR,AA,13:43:56,13:42:54,2019-06-21 15:31:11,2019-06-21 15:30:00
12707,13028,2019-06-21,2019-06-21,525,IC 5,1.0,6.0,AA,ZUE,15:33:44,15:32:18,2019-06-21 15:57:33,2019-06-21 15:56:00
13064,13386,2019-06-16,2019-06-23,525,IC 5,2.0,6.0,BI,ZUE,14:48:50,14:46:18,2019-06-23 15:57:15,2019-06-23 15:56:00
13065,13387,2019-06-23,2019-06-23,525,IC 5,1.0,6.0,BI,ZUE,14:48:50,14:46:18,2019-06-23 15:57:15,2019-06-23 15:56:00
13066,13388,2019-06-23,2019-06-23,525,IC 5,1.0,6.0,SO,AA,15:02:43,15:01:54,2019-06-23 15:29:24,2019-06-23 15:30:00
13067,13389,2019-06-23,2019-06-23,525,IC 5,1.0,6.0,BI,ZUE,14:48:50,14:46:18,2019-06-23 15:57:15,2019-06-23 15:56:00
13394,13718,2019-05-24,2019-06-24,525,IC 5,1.0,6.0,GE,BI,13:15:35,13:15:18,2019-06-24 14:42:32,2019-06-24 14:43:00
13395,13719,2019-06-24,2019-06-24,525,IC 5,1.0,6.0,BI,SO,14:46:48,14:46:18,2019-06-24 14:59:54,2019-06-24 14:59:36
13556,13883,2019-06-25,2019-06-25,525,IC 5,1.0,6.0,YV,OL,14:06:40,14:07:00,2019-06-25 15:17:36,2019-06-25 15:18:00
13795,14128,2019-06-26,2019-06-27,525,IC 5,1.0,6.0,SO,ZUE,15:01:29,15:01:54,2019-06-27 15:56:25,2019-06-27 15:56:00
13796,14129,2019-06-27,2019-06-27,525,IC 5,2.0,6.0,GEAP,ZUE,13:05:10,13:05:54,2019-06-27 15:56:25,2019-06-27 15:56:00
13797,14130,2019-06-27,2019-06-27,525,IC 5,1.0,6.0,GE,BI,13:15:56,13:15:18,2019-06-27 14:41:41,2019-06-27 14:43:00
13798,14131,2019-06-27,2019-06-27,525,IC 5,2.0,6.0,GE,BI,13:15:56,13:15:18,2019-06-27 14:41:41,2019-06-27 14:43:00
13948,14282,2019-06-27,2019-06-28,525,IC 5,2.0,6.0,GE,AA,13:16:24,13:15:18,2019-06-28 15:29:25,2019-06-28 15:30:00
13949,14283,2019-06-28,2019-06-28,525,IC 5,1.0,6.0,OL,AA,15:21:06,15:20:18,2019-06-28 15:29:25,2019-06-28 15:30:00
13950,14284,2019-06-28,2019-06-28,525,IC 5,2.0,6.0,NE,ZUE,14:28:55,14:26:48,2019-06-28 15:59:25,2019-06-28 15:56:00
14162,14502,2019-06-29,2019-06-29,525,IC 5,1.0,6.0,SO,ZUE,15:01:23,15:01:54,2019-06-29 15:56:00,2019-06-29 15:56:00
14163,14503,2019-06-29,2019-06-29,525,IC 5,2.0,6.0,SO,ZUE,15:01:23,15:01:54,2019-06-29 15:56:00,2019-06-29 15:56:00
14164,14504,2019-06-29,2019-06-29,525,IC 5,1.0,6.0,OL,ZUE,15:20:24,15:20:18,2019-06-29 15:56:00,2019-06-29 15:56:00
14165,14505,2019-06-29,2019-06-29,525,IC 5,1.0,6.0,OL,ZUE,15:20:24,15:20:18,2019-06-29 15:56:00,2019-06-29 15:56:00
14414,14758,2019-06-30,2019-06-30,525,IC 5,1.0,6.0,NE,ZUE,14:27:48,14:26:48,2019-06-30 15:55:59,2019-06-30 15:56:00
14415,14759,2019-06-30,2019-06-30,525,IC 5,2.0,6.0,NE,BI,14:27:48,14:26:48,2019-06-30 14:43:01,2019-06-30 14:43:00
14416,14760,2019-06-30,2019-06-30,525,IC 5,3.0,6.0,YV,NE,14:06:38,14:07:00,2019-06-30 14:25:46,2019-06-30 14:24:36
14417,14761,2019-06-30,2019-06-30,525,IC 5,2.0,6.0,SO,AA,15:02:04,15:01:54,2019-06-30 15:28:37,2019-06-30 15:30:00
14418,14762,2019-06-30,2019-06-30,525,IC 5,1.0,6.0,YV,ZUE,14:06:38,14:07:00,2019-06-30 15:55:59,2019-06-30 15:56:00
14419,14763,2019-06-30,2019-06-30,525,IC 5,2.0,6.0,YV,NE,14:06:38,14:07:00,2019-06-30 14:25:46,2019-06-30 14:24:36
14728,15081,2019-07-01,2019-07-01,525,IC 5,1.0,6.0,MOR,BI,13:42:27,13:42:54,2019-07-01 14:42:24,2019-07-01 14:43:00
14729,15082,2019-07-01,2019-07-01,525,IC 5,1.0,6.0,GE,YV,13:15:32,13:15:18,2019-07-01 14:04:29,2019-07-01 14:05:00
14853,15207,2019-07-02,2019-07-02,525,IC 5,1.0,6.0,GE,ZUE,13:16:03,13:15:18,2019-07-02 15:56:55,2019-07-02 15:56:00
14971,15325,2019-07-03,2019-07-03,525,IC 5,1.0,6.0,BI,OL,14:46:45,14:46:18,2019-07-03 15:17:41,2019-07-03 15:18:00
15278,15633,2019-07-05,2019-07-05,525,IC 5,1.0,6.0,YV,NE,14:06:08,14:07:00,2019-07-05 14:23:11,2019-07-05 14:24:36
15279,15634,2019-07-05,2019-07-05,525,IC 5,1.0,6.0,GEAP,ZUE,13:05:05,13:05:54,2019-07-05 15:58:05,2019-07-05 15:56:00
15280,15635,2019-07-05,2019-07-05,525,IC 5,1.0,6.0,GE,ZUE,13:15:50,13:15:18,2019-07-05 15:58:05,2019-07-05 15:56:00
15281,15636,2019-07-05,2019-07-05,525,IC 5,1.0,6.0,OL,ZUE,15:20:18,15:20:18,2019-07-05 15:58:05,2019-07-05 15:56:00
15282,15637,2019-07-05,2019-07-05,525,IC 5,2.0,6.0,GE,ZUE,13:15:50,13:15:18,2019-07-05 15:58:05,2019-07-05 15:56:00
15283,15638,2019-07-05,2019-07-05,525,IC 5,1.0,6.0,OL,ZUE,15:20:18,15:20:18,2019-07-05 15:58:05,2019-07-05 15:56:00
15765,16131,2019-04-16,2019-07-07,525,IC 5,2.0,6.0,MOR,ZUE,13:42:22,13:42:54,2019-07-07 15:56:27,2019-07-07 15:56:00
15766,16132,2019-07-06,2019-07-07,525,IC 5,1.0,6.0,MOR,ZUE,13:42:22,13:42:54,2019-07-07 15:56:27,2019-07-07 15:56:00
15767,16133,2019-07-07,2019-07-07,525,IC 5,1.0,6.0,BI,ZUE,14:46:39,14:46:18,2019-07-07 15:56:27,2019-07-07 15:56:00
15768,16134,2019-07-07,2019-07-07,525,IC 5,1.0,6.0,SO,AA,15:01:16,15:01:54,2019-07-07 15:28:45,2019-07-07 15:30:00
15769,16135,2019-07-07,2019-07-07,525,IC 5,1.0,6.0,BI,SO,14:46:39,14:46:18,2019-07-07 14:59:38,2019-07-07 14:59:36
15770,16136,2019-07-07,2019-07-07,525,IC 5,1.0,6.0,SO,AA,15:01:16,15:01:54,2019-07-07 15:28:45,2019-07-07 15:30:00
16060,16433,2019-07-08,2019-07-08,525,IC 5,2.0,6.0,GE,BI,13:15:55,13:15:18,2019-07-08 14:42:53,2019-07-08 14:43:00
16061,16434,2019-07-08,2019-07-08,525,IC 5,2.0,6.0,GE,BI,13:15:55,13:15:18,2019-07-08 14:42:53,2019-07-08 14:43:00
16279,16659,2019-07-09,2019-07-09,525,IC 5,2.0,6.0,SO,AA,15:01:56,15:01:54,2019-07-09 15:31:23,2019-07-09 15:30:00
16280,16660,2019-07-09,2019-07-09,525,IC 5,2.0,6.0,SO,AA,15:01:56,15:01:54,2019-07-09 15:31:23,2019-07-09 15:30:00
16628,17016,2019-07-11,2019-07-11,525,IC 5,2.0,6.0,BI,AA,14:46:45,14:46:18,2019-07-11 15:29:31,2019-07-11 15:30:00
16831,17220,2019-07-11,2019-07-12,525,IC 5,1.0,6.0,GEAP,ZUE,13:05:23,13:05:54,2019-07-12 15:56:16,2019-07-12 15:56:00
16832,17221,2019-07-12,2019-07-12,525,IC 5,1.0,6.0,SO,ZUE,15:03:20,15:01:54,2019-07-12 15:56:16,2019-07-12 15:56:00
17156,17548,2019-06-17,2019-07-13,525,IC 5,1.0,6.0,MOR,ZUE,13:42:24,13:42:54,2019-07-13 15:56:15,2019-07-13 15:56:00
17157,17549,2019-07-13,2019-07-13,525,IC 5,1.0,6.0,MOR,AA,13:42:24,13:42:54,2019-07-13 15:31:58,2019-07-13 15:30:00
17158,17550,2019-07-13,2019-07-13,525,IC 5,1.0,6.0,MOR,AA,13:42:24,13:42:54,2019-07-13 15:31:58,2019-07-13 15:30:00
17457,17894,2019-07-08,2019-07-14,525,IC 5,2.0,6.0,MOR,ZUE,13:42:51,13:42:54,2019-07-14 15:55:54,2019-07-14 15:56:00
17458,17895,2019-07-13,2019-07-14,525,IC 5,1.0,6.0,BI,ZUE,14:49:13,14:46:18,2019-07-14 15:55:54,2019-07-14 15:56:00
17459,17896,2019-07-14,2019-07-14,525,IC 5,1.0,6.0,NE,BI,14:26:51,14:26:48,2019-07-14 14:42:57,2019-07-14 14:43:00
17460,17897,2019-07-13,2019-07-14,525,IC 5,1.0,6.0,BI,ZUE,14:49:13,14:46:18,2019-07-14 15:55:54,2019-07-14 15:56:00
17461,17898,2019-07-14,2019-07-14,525,IC 5,2.0,6.0,MOR,ZUE,13:42:51,13:42:54,2019-07-14 15:55:54,2019-07-14 15:56:00
17776,18260,2019-07-09,2019-07-15,525,IC 5,1.0,6.0,NE,ZUE,14:26:40,14:26:48,2019-07-15 15:56:22,2019-07-15 15:56:00
17777,18261,2019-07-15,2019-07-15,525,IC 5,2.0,6.0,GE,SO,13:17:40,13:15:18,2019-07-15 15:00:32,2019-07-15 14:59:36
17778,18262,2019-07-15,2019-07-15,525,IC 5,2.0,6.0,GE,NE,13:17:40,13:15:18,2019-07-15 14:25:00,2019-07-15 14:24:36
17779,18263,2019-07-15,2019-07-15,525,IC 5,1.0,6.0,GE,ZUE,13:17:40,13:15:18,2019-07-15 15:56:22,2019-07-15 15:56:00
18159,18654,2019-07-15,2019-07-17,525,IC 5,1.0,6.0,YV,ZUE,14:08:55,14:07:00,2019-07-17 15:55:43,2019-07-17 15:56:00
