,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-06-25,0,0,0,0,0,4,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,11
2021-06-26,0,0,0,0,0,4,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-27,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,9
2021-07-03,0,0,0,0,0,4,2,2,2,2,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-07-04,0,0,0,0,0,4,2,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-07-10,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-07-11,0,0,0,0,0,2,1,1,2,2,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-07-16,0,0,0,0,0,2,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,9
2021-07-18,0,0,0,0,0,2,3,3,4,3,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-07-23,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-07-25,0,0,0,0,0,2,1,1,2,1,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,9
2021-07-31,0,0,0,0,0,2,2,2,2,3,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-08-01,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,9
2021-08-06,0,0,0,0,0,7,3,3,4,2,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,3,0,0,-1,9
2021-08-08,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-13,0,0,0,0,0,2,0,0,0,2,2,2,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,-1,9
2021-08-14,0,0,0,0,0,6,3,3,3,3,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,11
2021-08-15,0,0,0,0,0,1,1,1,2,2,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-08-20,0,0,0,0,0,0,3,3,4,4,4,4,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,9
2021-08-21,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-22,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-28,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-29,0,0,0,0,0,2,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,9
2021-09-03,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,9
2021-09-04,0,0,0,0,0,4,0,2,2,3,4,4,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,15
2021-09-05,0,0,0,0,0,3,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,13
2021-09-18,0,0,0,0,0,2,0,0,3,3,4,4,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,9
2021-09-19,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-09-24,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-09-25,0,0,0,0,0,4,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,9
2021-09-26,0,0,0,0,0,4,2,2,3,2,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-10-01,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-02,0,0,0,0,0,3,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,9
2021-10-03,0,0,0,0,0,1,2,2,2,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,9
2021-10-08,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-09,0,0,0,0,0,1,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,15
2021-10-10,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-15,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-16,0,0,0,0,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,9
2021-10-17,0,0,0,0,0,4,2,2,3,3,0,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,9
2021-10-23,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-24,0,0,0,0,0,4,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-10-29,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
